img,plate,source_img,augment_type,plate_type
595_high.png,86-B6 087.97,595.png,high,2line
595_occluded.png,86-B6 087.97,595.png,occluded,2line
596_low.png,54-L5 1899,596.png,low,2line
596_medium.png,54-L5 1899,596.png,medium,2line
596_high.png,54-L5 1899,596.png,high,2line
596_occluded.png,54-L5 1899,596.png,occluded,2line
597_low.png,59-D2 069.73,597.png,low,2line
597_medium.png,59-D2 069.73,597.png,medium,2line
597_high.png,59-D2 069.73,597.png,high,2line
597_occluded.png,59-D2 069.73,597.png,occluded,2line
598_low.png,59-F1 200.66,598.png,low,2line
598_medium.png,59-F1 200.66,598.png,medium,2line
598_high.png,59-F1 200.66,598.png,high,2line
598_occluded.png,59-F1 200.66,598.png,occluded,2line
599_low.png,79-N1 259.90,599.png,low,2line
599_medium.png,79-N1 259.90,599.png,medium,2line
599_high.png,79-N1 259.90,599.png,high,2line
599_occluded.png,79-N1 259.90,599.png,occluded,2line
600_low.png,51-S8 4605,600.png,low,2line
600_medium.png,51-S8 4605,600.png,medium,2line
600_high.png,51-S8 4605,600.png,high,2line
600_occluded.png,51-S8 4605,600.png,occluded,2line
601_low.png,76-G1 116.49,601.png,low,2line
601_medium.png,76-G1 116.49,601.png,medium,2line
601_high.png,76-G1 116.49,601.png,high,2line
601_occluded.png,76-G1 116.49,601.png,occluded,2line
602_low.png,59-G1 868.95,602.png,low,2line
602_medium.png,59-G1 868.95,602.png,medium,2line
602_high.png,59-G1 868.95,602.png,high,2line
602_occluded.png,59-G1 868.95,602.png,occluded,2line
603_low.png,60-C2 323.01,603.png,low,2line
603_medium.png,60-C2 323.01,603.png,medium,2line
603_high.png,60-C2 323.01,603.png,high,2line
603_occluded.png,60-C2 323.01,603.png,occluded,2line
605_low.png,54-T5 6168,605.png,low,2line
605_medium.png,54-T5 6168,605.png,medium,2line
605_high.png,54-T5 6168,605.png,high,2line
605_occluded.png,54-T5 6168,605.png,occluded,2line
607_low.png,55-P4 4641,607.png,low,2line
607_medium.png,55-P4 4641,607.png,medium,2line
607_high.png,55-P4 4641,607.png,high,2line
607_occluded.png,55-P4 4641,607.png,occluded,2line
608_low.png,94-H4 1831,608.png,low,2line
608_medium.png,94-H4 1831,608.png,medium,2line
608_high.png,94-H4 1831,608.png,high,2line
608_occluded.png,94-H4 1831,608.png,occluded,2line
609_low.png,65-X4 4850,609.png,low,2line
609_medium.png,65-X4 4850,609.png,medium,2line
609_high.png,65-X4 4850,609.png,high,2line
609_occluded.png,65-X4 4850,609.png,occluded,2line
610_low.png,55-X8 6970,610.png,low,2line
610_medium.png,55-X8 6970,610.png,medium,2line
610_high.png,55-X8 6970,610.png,high,2line
610_occluded.png,55-X8 6970,610.png,occluded,2line
611_low.png,54-S5 4376,611.png,low,2line
611_medium.png,54-S5 4376,611.png,medium,2line
611_high.png,54-S5 4376,611.png,high,2line
611_occluded.png,54-S5 4376,611.png,occluded,2line
612_low.png,51-S9 3114,612.png,low,2line
612_medium.png,51-S9 3114,612.png,medium,2line
612_high.png,51-S9 3114,612.png,high,2line
612_occluded.png,51-S9 3114,612.png,occluded,2line
614_low.png,59-T1 644.17,614.png,low,2line
614_medium.png,59-T1 644.17,614.png,medium,2line
614_high.png,59-T1 644.17,614.png,high,2line
614_occluded.png,59-T1 644.17,614.png,occluded,2line
615_low.png,59-B1 351.99,615.png,low,2line
615_medium.png,59-B1 351.99,615.png,medium,2line
615_high.png,59-B1 351.99,615.png,high,2line
615_occluded.png,59-B1 351.99,615.png,occluded,2line
616_low.png,54-Z8 8767,616.png,low,2line
616_medium.png,54-Z8 8767,616.png,medium,2line
616_high.png,54-Z8 8767,616.png,high,2line
616_occluded.png,54-Z8 8767,616.png,occluded,2line
617_low.png,59-E1 656.53,617.png,low,2line
617_medium.png,59-E1 656.53,617.png,medium,2line
617_high.png,59-E1 656.53,617.png,high,2line
617_occluded.png,59-E1 656.53,617.png,occluded,2line
619_low.png,54-F2 3213,619.png,low,2line
619_medium.png,54-F2 3213,619.png,medium,2line
619_high.png,54-F2 3213,619.png,high,2line
619_occluded.png,54-F2 3213,619.png,occluded,2line
620_low.png,59-C2 012.08,620.png,low,2line
620_medium.png,59-C2 012.08,620.png,medium,2line
620_high.png,59-C2 012.08,620.png,high,2line
620_occluded.png,59-C2 012.08,620.png,occluded,2line
621_low.png,59-F1 365.64,621.png,low,2line
621_medium.png,59-F1 365.64,621.png,medium,2line
621_high.png,59-F1 365.64,621.png,high,2line
621_occluded.png,59-F1 365.64,621.png,occluded,2line
622_low.png,59-E1 179.36,622.png,low,2line
622_medium.png,59-E1 179.36,622.png,medium,2line
622_high.png,59-E1 179.36,622.png,high,2line
622_occluded.png,59-E1 179.36,622.png,occluded,2line
623_low.png,59-M1 750.12,623.png,low,2line
623_medium.png,59-M1 750.12,623.png,medium,2line
623_high.png,59-M1 750.12,623.png,high,2line
623_occluded.png,59-M1 750.12,623.png,occluded,2line
624_low.png,54-K3 4770,624.png,low,2line
624_medium.png,54-K3 4770,624.png,medium,2line
624_high.png,54-K3 4770,624.png,high,2line
624_occluded.png,54-K3 4770,624.png,occluded,2line
625_low.png,59-P1 529.34,625.png,low,2line
625_medium.png,59-P1 529.34,625.png,medium,2line
625_high.png,59-P1 529.34,625.png,high,2line
625_occluded.png,59-P1 529.34,625.png,occluded,2line
626_low.png,59-L1 531.22,626.png,low,2line
626_medium.png,59-L1 531.22,626.png,medium,2line
626_high.png,59-L1 531.22,626.png,high,2line
626_occluded.png,59-L1 531.22,626.png,occluded,2line
627_low.png,59-Y1 648.31,627.png,low,2line
627_medium.png,59-Y1 648.31,627.png,medium,2line
627_high.png,59-Y1 648.31,627.png,high,2line
627_occluded.png,59-Y1 648.31,627.png,occluded,2line
628_low.png,52-F4 1035,628.png,low,2line
628_medium.png,52-F4 1035,628.png,medium,2line
628_high.png,52-F4 1035,628.png,high,2line
628_occluded.png,52-F4 1035,628.png,occluded,2line
629_low.png,59-C1 611.10,629.png,low,2line
629_medium.png,59-C1 611.10,629.png,medium,2line
629_high.png,59-C1 611.10,629.png,high,2line
629_occluded.png,59-C1 611.10,629.png,occluded,2line
630_low.png,59-E1 215.00,630.png,low,2line
630_medium.png,59-E1 215.00,630.png,medium,2line
630_high.png,59-E1 215.00,630.png,high,2line
630_occluded.png,59-E1 215.00,630.png,occluded,2line
631_low.png,59-E1 036.40,631.png,low,2line
631_medium.png,59-E1 036.40,631.png,medium,2line
631_high.png,59-E1 036.40,631.png,high,2line
631_occluded.png,59-E1 036.40,631.png,occluded,2line
632_low.png,59-P1 479.69,632.png,low,2line
632_medium.png,59-P1 479.69,632.png,medium,2line
632_high.png,59-P1 479.69,632.png,high,2line
632_occluded.png,59-P1 479.69,632.png,occluded,2line
633_low.png,60-B3 252.20,633.png,low,2line
633_medium.png,60-B3 252.20,633.png,medium,2line
633_high.png,60-B3 252.20,633.png,high,2line
633_occluded.png,60-B3 252.20,633.png,occluded,2line
634_low.png,59-Z1 139.30,634.png,low,2line
634_medium.png,59-Z1 139.30,634.png,medium,2line
634_high.png,59-Z1 139.30,634.png,high,2line
634_occluded.png,59-Z1 139.30,634.png,occluded,2line
635_low.png,55-P2 3999,635.png,low,2line
635_medium.png,55-P2 3999,635.png,medium,2line
635_high.png,55-P2 3999,635.png,high,2line
635_occluded.png,55-P2 3999,635.png,occluded,2line
636_low.png,54-S7 3211,636.png,low,2line
636_medium.png,54-S7 3211,636.png,medium,2line
636_high.png,54-S7 3211,636.png,high,2line
636_occluded.png,54-S7 3211,636.png,occluded,2line
637_low.png,59-U1 780.39,637.png,low,2line
637_medium.png,59-U1 780.39,637.png,medium,2line
637_high.png,59-U1 780.39,637.png,high,2line
637_occluded.png,59-U1 780.39,637.png,occluded,2line
638_low.png,59-T1 510.02,638.png,low,2line
638_medium.png,59-T1 510.02,638.png,medium,2line
638_high.png,59-T1 510.02,638.png,high,2line
638_occluded.png,59-T1 510.02,638.png,occluded,2line
639_low.png,49-M7 1975,639.png,low,2line
639_medium.png,49-M7 1975,639.png,medium,2line
639_high.png,49-M7 1975,639.png,high,2line
639_occluded.png,49-M7 1975,639.png,occluded,2line
640_low.png,59-H1 677.91,640.png,low,2line
640_medium.png,59-H1 677.91,640.png,medium,2line
640_high.png,59-H1 677.91,640.png,high,2line
640_occluded.png,59-H1 677.91,640.png,occluded,2line
641_low.png,54-S8 9169,641.png,low,2line
641_medium.png,54-S8 9169,641.png,medium,2line
641_high.png,54-S8 9169,641.png,high,2line
641_occluded.png,54-S8 9169,641.png,occluded,2line
642_low.png,66-L1 352.24,642.png,low,2line
642_medium.png,66-L1 352.24,642.png,medium,2line
642_high.png,66-L1 352.24,642.png,high,2line
642_occluded.png,66-L1 352.24,642.png,occluded,2line
643_low.png,59-Z1 196.32,643.png,low,2line
643_medium.png,59-Z1 196.32,643.png,medium,2line
643_high.png,59-Z1 196.32,643.png,high,2line
643_occluded.png,59-Z1 196.32,643.png,occluded,2line
644_low.png,78-G1 043.08,644.png,low,2line
644_medium.png,78-G1 043.08,644.png,medium,2line
644_high.png,78-G1 043.08,644.png,high,2line
644_occluded.png,78-G1 043.08,644.png,occluded,2line
645_low.png,59-S1 742.03,645.png,low,2line
645_medium.png,59-S1 742.03,645.png,medium,2line
645_high.png,59-S1 742.03,645.png,high,2line
645_occluded.png,59-S1 742.03,645.png,occluded,2line
646_low.png,51-H3 0234,646.png,low,2line
646_medium.png,51-H3 0234,646.png,medium,2line
646_high.png,51-H3 0234,646.png,high,2line
646_occluded.png,51-H3 0234,646.png,occluded,2line
647_low.png,59-X1 213.94,647.png,low,2line
647_medium.png,59-X1 213.94,647.png,medium,2line
647_high.png,59-X1 213.94,647.png,high,2line
647_occluded.png,59-X1 213.94,647.png,occluded,2line
649_low.png,59-P1 558.11,649.png,low,2line
649_medium.png,59-P1 558.11,649.png,medium,2line
649_high.png,59-P1 558.11,649.png,high,2line
649_occluded.png,59-P1 558.11,649.png,occluded,2line
650_low.png,60-B8 137.05,650.png,low,2line
650_medium.png,60-B8 137.05,650.png,medium,2line
650_high.png,60-B8 137.05,650.png,high,2line
650_occluded.png,60-B8 137.05,650.png,occluded,2line
651_low.png,51-L1 8088,651.png,low,2line
651_medium.png,51-L1 8088,651.png,medium,2line
651_high.png,51-L1 8088,651.png,high,2line
651_occluded.png,51-L1 8088,651.png,occluded,2line
652_low.png,78H 2348,652.png,low,2line
652_medium.png,78H 2348,652.png,medium,2line
652_high.png,78H 2348,652.png,high,2line
652_occluded.png,78H 2348,652.png,occluded,2line
653_low.png,76-U1 151.78,653.png,low,2line
653_medium.png,76-U1 151.78,653.png,medium,2line
653_high.png,76-U1 151.78,653.png,high,2line
653_occluded.png,76-U1 151.78,653.png,occluded,2line
654_low.png,54-S5 8960,654.png,low,2line
654_medium.png,54-S5 8960,654.png,medium,2line
654_high.png,54-S5 8960,654.png,high,2line
654_occluded.png,54-S5 8960,654.png,occluded,2line
655_low.png,71-C2 300.79,655.png,low,2line
655_medium.png,71-C2 300.79,655.png,medium,2line
655_high.png,71-C2 300.79,655.png,high,2line
655_occluded.png,71-C2 300.79,655.png,occluded,2line
656_low.png,59-K1 026.25,656.png,low,2line
656_medium.png,59-K1 026.25,656.png,medium,2line
656_high.png,59-K1 026.25,656.png,high,2line
656_occluded.png,59-K1 026.25,656.png,occluded,2line
657_low.png,60-R6 1172,657.png,low,2line
657_medium.png,60-R6 1172,657.png,medium,2line
657_high.png,60-R6 1172,657.png,high,2line
657_occluded.png,60-R6 1172,657.png,occluded,2line
658_low.png,59-N1 537.82,658.png,low,2line
658_medium.png,59-N1 537.82,658.png,medium,2line
658_high.png,59-N1 537.82,658.png,high,2line
658_occluded.png,59-N1 537.82,658.png,occluded,2line
660_low.png,62-K1 095.71,660.png,low,2line
660_medium.png,62-K1 095.71,660.png,medium,2line
660_high.png,62-K1 095.71,660.png,high,2line
660_occluded.png,62-K1 095.71,660.png,occluded,2line
661_low.png,84-E1 263.77,661.png,low,2line
661_medium.png,84-E1 263.77,661.png,medium,2line
661_high.png,84-E1 263.77,661.png,high,2line
661_occluded.png,84-E1 263.77,661.png,occluded,2line
662_low.png,59-T1 279.57,662.png,low,2line
662_medium.png,59-T1 279.57,662.png,medium,2line
662_high.png,59-T1 279.57,662.png,high,2line
662_occluded.png,59-T1 279.57,662.png,occluded,2line
663_low.png,59-T1 744.43,663.png,low,2line
663_medium.png,59-T1 744.43,663.png,medium,2line
663_high.png,59-T1 744.43,663.png,high,2line
663_occluded.png,59-T1 744.43,663.png,occluded,2line
664_low.png,59-N1 014.25,664.png,low,2line
664_medium.png,59-N1 014.25,664.png,medium,2line
664_high.png,59-N1 014.25,664.png,high,2line
664_occluded.png,59-N1 014.25,664.png,occluded,2line
665_low.png,59-C1 324.28,665.png,low,2line
665_medium.png,59-C1 324.28,665.png,medium,2line
665_high.png,59-C1 324.28,665.png,high,2line
665_occluded.png,59-C1 324.28,665.png,occluded,2line
668_low.png,59-V1 840.31,668.png,low,2line
668_medium.png,59-V1 840.31,668.png,medium,2line
668_high.png,59-V1 840.31,668.png,high,2line
668_occluded.png,59-V1 840.31,668.png,occluded,2line
669_low.png,59-S1 554.83,669.png,low,2line
669_medium.png,59-S1 554.83,669.png,medium,2line
669_high.png,59-S1 554.83,669.png,high,2line
669_occluded.png,59-S1 554.83,669.png,occluded,2line
670_low.png,59-K1 130.99,670.png,low,2line
670_medium.png,59-K1 130.99,670.png,medium,2line
670_high.png,59-K1 130.99,670.png,high,2line
670_occluded.png,59-K1 130.99,670.png,occluded,2line
672_low.png,59-P1 337.68,672.png,low,2line
672_medium.png,59-P1 337.68,672.png,medium,2line
672_high.png,59-P1 337.68,672.png,high,2line
672_occluded.png,59-P1 337.68,672.png,occluded,2line
673_low.png,59-B1 251.57,673.png,low,2line
673_medium.png,59-B1 251.57,673.png,medium,2line
673_high.png,59-B1 251.57,673.png,high,2line
673_occluded.png,59-B1 251.57,673.png,occluded,2line
674_low.png,59-V1 924.11,674.png,low,2line
674_medium.png,59-V1 924.11,674.png,medium,2line
674_high.png,59-V1 924.11,674.png,high,2line
674_occluded.png,59-V1 924.11,674.png,occluded,2line
675_low.png,70-B1 471.89,675.png,low,2line
675_medium.png,70-B1 471.89,675.png,medium,2line
675_high.png,70-B1 471.89,675.png,high,2line
675_occluded.png,70-B1 471.89,675.png,occluded,2line
676_low.png,54-L6 9606,676.png,low,2line
676_medium.png,54-L6 9606,676.png,medium,2line
676_high.png,54-L6 9606,676.png,high,2line
676_occluded.png,54-L6 9606,676.png,occluded,2line
677_low.png,59-X1 2194,677.png,low,2line
677_medium.png,59-X1 2194,677.png,medium,2line
677_high.png,59-X1 2194,677.png,high,2line
677_occluded.png,59-X1 2194,677.png,occluded,2line
678_low.png,62-L1 209.95,678.png,low,2line
678_medium.png,62-L1 209.95,678.png,medium,2line
678_high.png,62-L1 209.95,678.png,high,2line
678_occluded.png,62-L1 209.95,678.png,occluded,2line
680_low.png,59-F1 732.70,680.png,low,2line
680_medium.png,59-F1 732.70,680.png,medium,2line
680_high.png,59-F1 732.70,680.png,high,2line
680_occluded.png,59-F1 732.70,680.png,occluded,2line
681_low.png,59-L1 362.61,681.png,low,2line
681_medium.png,59-L1 362.61,681.png,medium,2line
681_high.png,59-L1 362.61,681.png,high,2line
681_occluded.png,59-L1 362.61,681.png,occluded,2line
683_low.png,59-L1 448.02,683.png,low,2line
683_medium.png,59-L1 448.02,683.png,medium,2line
683_high.png,59-L1 448.02,683.png,high,2line
683_occluded.png,59-L1 448.02,683.png,occluded,2line
684_low.png,70-L1 370.96,684.png,low,2line
684_medium.png,70-L1 370.96,684.png,medium,2line
684_high.png,70-L1 370.96,684.png,high,2line
684_occluded.png,70-L1 370.96,684.png,occluded,2line
685_low.png,59-C1 236.82,685.png,low,2line
685_medium.png,59-C1 236.82,685.png,medium,2line
685_high.png,59-C1 236.82,685.png,high,2line
685_occluded.png,59-C1 236.82,685.png,occluded,2line
686_low.png,51-F8 4779,686.png,low,2line
686_medium.png,51-F8 4779,686.png,medium,2line
686_high.png,51-F8 4779,686.png,high,2line
686_occluded.png,51-F8 4779,686.png,occluded,2line
687_low.png,77-E1 305.77,687.png,low,2line
687_medium.png,77-E1 305.77,687.png,medium,2line
687_high.png,77-E1 305.77,687.png,high,2line
687_occluded.png,77-E1 305.77,687.png,occluded,2line
688_low.png,50-N1 186.89,688.png,low,2line
688_medium.png,50-N1 186.89,688.png,medium,2line
688_high.png,50-N1 186.89,688.png,high,2line
688_occluded.png,50-N1 186.89,688.png,occluded,2line
689_low.png,54-L4 8062,689.png,low,2line
689_medium.png,54-L4 8062,689.png,medium,2line
689_high.png,54-L4 8062,689.png,high,2line
689_occluded.png,54-L4 8062,689.png,occluded,2line
690_low.png,59-X2 965.53,690.png,low,2line
690_medium.png,59-X2 965.53,690.png,medium,2line
690_high.png,59-X2 965.53,690.png,high,2line
690_occluded.png,59-X2 965.53,690.png,occluded,2line
691_low.png,59-D1 494.89,691.png,low,2line
691_medium.png,59-D1 494.89,691.png,medium,2line
691_high.png,59-D1 494.89,691.png,high,2line
691_occluded.png,59-D1 494.89,691.png,occluded,2line
692_low.png,54-T1 9588,692.png,low,2line
692_medium.png,54-T1 9588,692.png,medium,2line
692_high.png,54-T1 9588,692.png,high,2line
692_occluded.png,54-T1 9588,692.png,occluded,2line
693_low.png,59-T1 279.08,693.png,low,2line
693_medium.png,59-T1 279.08,693.png,medium,2line
693_high.png,59-T1 279.08,693.png,high,2line
693_occluded.png,59-T1 279.08,693.png,occluded,2line
694_low.png,72-K5 9221,694.png,low,2line
694_medium.png,72-K5 9221,694.png,medium,2line
694_high.png,72-K5 9221,694.png,high,2line
694_occluded.png,72-K5 9221,694.png,occluded,2line
695_low.png,52-M9 0589,695.png,low,2line
695_medium.png,52-M9 0589,695.png,medium,2line
695_high.png,52-M9 0589,695.png,high,2line
695_occluded.png,52-M9 0589,695.png,occluded,2line
696_low.png,51-F5 8028,696.png,low,2line
696_medium.png,51-F5 8028,696.png,medium,2line
696_high.png,51-F5 8028,696.png,high,2line
696_occluded.png,51-F5 8028,696.png,occluded,2line
698_low.png,54-L6 4897,698.png,low,2line
698_medium.png,54-L6 4897,698.png,medium,2line
698_high.png,54-L6 4897,698.png,high,2line
698_occluded.png,54-L6 4897,698.png,occluded,2line
700_low.png,59-H1 354.60,700.png,low,2line
700_medium.png,59-H1 354.60,700.png,medium,2line
700_high.png,59-H1 354.60,700.png,high,2line
700_occluded.png,59-H1 354.60,700.png,occluded,2line
701_low.png,59-P1 832.57,701.png,low,2line
701_medium.png,59-P1 832.57,701.png,medium,2line
701_high.png,59-P1 832.57,701.png,high,2line
701_occluded.png,59-P1 832.57,701.png,occluded,2line
702_low.png,95-G1 016.43,702.png,low,2line
702_medium.png,95-G1 016.43,702.png,medium,2line
702_high.png,95-G1 016.43,702.png,high,2line
702_occluded.png,95-G1 016.43,702.png,occluded,2line
703_low.png,70-B1 321.68,703.png,low,2line
703_medium.png,70-B1 321.68,703.png,medium,2line
703_high.png,70-B1 321.68,703.png,high,2line
703_occluded.png,70-B1 321.68,703.png,occluded,2line
704_low.png,54-S2 4522,704.png,low,2line
704_medium.png,54-S2 4522,704.png,medium,2line
704_high.png,54-S2 4522,704.png,high,2line
704_occluded.png,54-S2 4522,704.png,occluded,2line
705_low.png,59-P2 152.70,705.png,low,2line
705_medium.png,59-P2 152.70,705.png,medium,2line
705_high.png,59-P2 152.70,705.png,high,2line
705_occluded.png,59-P2 152.70,705.png,occluded,2line
706_low.png,66-S1 122.39,706.png,low,2line
706_medium.png,66-S1 122.39,706.png,medium,2line
706_high.png,66-S1 122.39,706.png,high,2line
706_occluded.png,66-S1 122.39,706.png,occluded,2line
707_low.png,54-V8 1990,707.png,low,2line
707_medium.png,54-V8 1990,707.png,medium,2line
707_high.png,54-V8 1990,707.png,high,2line
707_occluded.png,54-V8 1990,707.png,occluded,2line
708_low.png,59-D1 670.23,708.png,low,2line
708_medium.png,59-D1 670.23,708.png,medium,2line
708_high.png,59-D1 670.23,708.png,high,2line
708_occluded.png,59-D1 670.23,708.png,occluded,2line
709_low.png,59-U1 650.72,709.png,low,2line
709_medium.png,59-U1 650.72,709.png,medium,2line
709_high.png,59-U1 650.72,709.png,high,2line
709_occluded.png,59-U1 650.72,709.png,occluded,2line
710_low.png,60-B9 157.81,710.png,low,2line
710_medium.png,60-B9 157.81,710.png,medium,2line
710_high.png,60-B9 157.81,710.png,high,2line
710_occluded.png,60-B9 157.81,710.png,occluded,2line
711_low.png,54-F3 0096,711.png,low,2line
711_medium.png,54-F3 0096,711.png,medium,2line
711_high.png,54-F3 0096,711.png,high,2line
711_occluded.png,54-F3 0096,711.png,occluded,2line
712_low.png,93-C1 020.79,712.png,low,2line
712_medium.png,93-C1 020.79,712.png,medium,2line
712_high.png,93-C1 020.79,712.png,high,2line
712_occluded.png,93-C1 020.79,712.png,occluded,2line
714_low.png,54-V5 8964,714.png,low,2line
714_medium.png,54-V5 8964,714.png,medium,2line
714_high.png,54-V5 8964,714.png,high,2line
714_occluded.png,54-V5 8964,714.png,occluded,2line
715_low.png,85-8 3682,715.png,low,2line
715_medium.png,85-8 3682,715.png,medium,2line
715_high.png,85-8 3682,715.png,high,2line
715_occluded.png,85-8 3682,715.png,occluded,2line
716_low.png,59-H1 605.91,716.png,low,2line
716_medium.png,59-H1 605.91,716.png,medium,2line
716_high.png,59-H1 605.91,716.png,high,2line
716_occluded.png,59-H1 605.91,716.png,occluded,2line
717_low.png,55-P8 5535,717.png,low,2line
717_medium.png,55-P8 5535,717.png,medium,2line
717_high.png,55-P8 5535,717.png,high,2line
717_occluded.png,55-P8 5535,717.png,occluded,2line
718_low.png,59-M1 818.59,718.png,low,2line
718_medium.png,59-M1 818.59,718.png,medium,2line
718_high.png,59-M1 818.59,718.png,high,2line
718_occluded.png,59-M1 818.59,718.png,occluded,2line
719_low.png,52-U8 4577,719.png,low,2line
719_medium.png,52-U8 4577,719.png,medium,2line
719_high.png,52-U8 4577,719.png,high,2line
719_occluded.png,52-U8 4577,719.png,occluded,2line
721_low.png,37-H1 104.01,721.png,low,2line
721_medium.png,37-H1 104.01,721.png,medium,2line
721_high.png,37-H1 104.01,721.png,high,2line
721_occluded.png,37-H1 104.01,721.png,occluded,2line
722_low.png,47-C1 056.44,722.png,low,2line
722_medium.png,47-C1 056.44,722.png,medium,2line
722_high.png,47-C1 056.44,722.png,high,2line
722_occluded.png,47-C1 056.44,722.png,occluded,2line
723_low.png,70-SA 0367,723.png,low,2line
723_medium.png,70-SA 0367,723.png,medium,2line
723_high.png,70-SA 0367,723.png,high,2line
723_occluded.png,70-SA 0367,723.png,occluded,2line
724_low.png,71-H8 8424,724.png,low,2line
724_medium.png,71-H8 8424,724.png,medium,2line
724_high.png,71-H8 8424,724.png,high,2line
724_occluded.png,71-H8 8424,724.png,occluded,2line
725_low.png,59-M1 902.08,725.png,low,2line
725_medium.png,59-M1 902.08,725.png,medium,2line
725_high.png,59-M1 902.08,725.png,high,2line
725_occluded.png,59-M1 902.08,725.png,occluded,2line
726_low.png,59-E1 425.30,726.png,low,2line
726_medium.png,59-E1 425.30,726.png,medium,2line
726_high.png,59-E1 425.30,726.png,high,2line
726_occluded.png,59-E1 425.30,726.png,occluded,2line
727_low.png,59-C1 280.98,727.png,low,2line
727_medium.png,59-C1 280.98,727.png,medium,2line
727_high.png,59-C1 280.98,727.png,high,2line
727_occluded.png,59-C1 280.98,727.png,occluded,2line
728_low.png,59-D1 627.87,728.png,low,2line
728_medium.png,59-D1 627.87,728.png,medium,2line
728_high.png,59-D1 627.87,728.png,high,2line
728_occluded.png,59-D1 627.87,728.png,occluded,2line
729_low.png,86-C1 331.39,729.png,low,2line
729_medium.png,86-C1 331.39,729.png,medium,2line
729_high.png,86-C1 331.39,729.png,high,2line
729_occluded.png,86-C1 331.39,729.png,occluded,2line
730_low.png,59-C1 560.86,730.png,low,2line
730_medium.png,59-C1 560.86,730.png,medium,2line
730_high.png,59-C1 560.86,730.png,high,2line
730_occluded.png,59-C1 560.86,730.png,occluded,2line
731_low.png,79-K1 020.61,731.png,low,2line
731_medium.png,79-K1 020.61,731.png,medium,2line
731_high.png,79-K1 020.61,731.png,high,2line
731_occluded.png,79-K1 020.61,731.png,occluded,2line
732_low.png,61-X2 3244,732.png,low,2line
732_medium.png,61-X2 3244,732.png,medium,2line
732_high.png,61-X2 3244,732.png,high,2line
732_occluded.png,61-X2 3244,732.png,occluded,2line
733_low.png,59-S1 006.85,733.png,low,2line
733_medium.png,59-S1 006.85,733.png,medium,2line
733_high.png,59-S1 006.85,733.png,high,2line
733_occluded.png,59-S1 006.85,733.png,occluded,2line
734_low.png,94-B1 195.80,734.png,low,2line
734_medium.png,94-B1 195.80,734.png,medium,2line
734_high.png,94-B1 195.80,734.png,high,2line
734_occluded.png,94-B1 195.80,734.png,occluded,2line
735_low.png,59-T1 464.57,735.png,low,2line
735_medium.png,59-T1 464.57,735.png,medium,2line
735_high.png,59-T1 464.57,735.png,high,2line
735_occluded.png,59-T1 464.57,735.png,occluded,2line
737_low.png,59-C1 005.07,737.png,low,2line
737_medium.png,59-C1 005.07,737.png,medium,2line
737_high.png,59-C1 005.07,737.png,high,2line
737_occluded.png,59-C1 005.07,737.png,occluded,2line
738_low.png,59-X2 683.27,738.png,low,2line
738_medium.png,59-X2 683.27,738.png,medium,2line
738_high.png,59-X2 683.27,738.png,high,2line
738_occluded.png,59-X2 683.27,738.png,occluded,2line
739_low.png,59-S2 544.55,739.png,low,2line
739_medium.png,59-S2 544.55,739.png,medium,2line
739_high.png,59-S2 544.55,739.png,high,2line
739_occluded.png,59-S2 544.55,739.png,occluded,2line
740_low.png,59-C2 048.37,740.png,low,2line
740_medium.png,59-C2 048.37,740.png,medium,2line
740_high.png,59-C2 048.37,740.png,high,2line
740_occluded.png,59-C2 048.37,740.png,occluded,2line
741_low.png,59-F1 188.14,741.png,low,2line
741_medium.png,59-F1 188.14,741.png,medium,2line
741_high.png,59-F1 188.14,741.png,high,2line
741_occluded.png,59-F1 188.14,741.png,occluded,2line
742_low.png,59-L1 877.60,742.png,low,2line
742_medium.png,59-L1 877.60,742.png,medium,2line
742_high.png,59-L1 877.60,742.png,high,2line
742_occluded.png,59-L1 877.60,742.png,occluded,2line
743_low.png,59-U1 591.75,743.png,low,2line
743_medium.png,59-U1 591.75,743.png,medium,2line
743_high.png,59-U1 591.75,743.png,high,2line
743_occluded.png,59-U1 591.75,743.png,occluded,2line
744_low.png,61-S4 0134,744.png,low,2line
744_medium.png,61-S4 0134,744.png,medium,2line
744_high.png,61-S4 0134,744.png,high,2line
744_occluded.png,61-S4 0134,744.png,occluded,2line
745_low.png,68-LA 007.76,745.png,low,2line
745_medium.png,68-LA 007.76,745.png,medium,2line
745_high.png,68-LA 007.76,745.png,high,2line
745_occluded.png,68-LA 007.76,745.png,occluded,2line
746_low.png,54-L4 8348,746.png,low,2line
746_medium.png,54-L4 8348,746.png,medium,2line
746_high.png,54-L4 8348,746.png,high,2line
746_occluded.png,54-L4 8348,746.png,occluded,2line
748_low.png,92-H1 421.07,748.png,low,2line
748_medium.png,92-H1 421.07,748.png,medium,2line
748_high.png,92-H1 421.07,748.png,high,2line
748_occluded.png,92-H1 421.07,748.png,occluded,2line
752_low.png,34-K2 3664,752.png,low,2line
752_medium.png,34-K2 3664,752.png,medium,2line
752_high.png,34-K2 3664,752.png,high,2line
752_occluded.png,34-K2 3664,752.png,occluded,2line
753_low.png,59-U1 861.23,753.png,low,2line
753_medium.png,59-U1 861.23,753.png,medium,2line
753_high.png,59-U1 861.23,753.png,high,2line
753_occluded.png,59-U1 861.23,753.png,occluded,2line
756_low.png,59-F1 689.55,756.png,low,2line
