img,plate,source_img,augment_type
378_low.png,59-E1 509.88,378.png,low
378_medium.png,59-E1 509.88,378.png,medium
378_high.png,59-E1 509.88,378.png,high
378_occluded.png,59-E1 509.88,378.png,occluded
380_low.png,95-P2 6027,380.png,low
380_medium.png,95-P2 6027,380.png,medium
380_high.png,95-P2 6027,380.png,high
380_occluded.png,95-P2 6027,380.png,occluded
381_low.png,59-L1 357.03,381.png,low
381_medium.png,59-L1 357.03,381.png,medium
381_high.png,59-L1 357.03,381.png,high
381_occluded.png,59-L1 357.03,381.png,occluded
384_low.png,60-U2 9125,384.png,low
384_medium.png,60-U2 9125,384.png,medium
384_high.png,60-U2 9125,384.png,high
384_occluded.png,60-U2 9125,384.png,occluded
385_low.png,48-B1 288.07,385.png,low
385_medium.png,48-B1 288.07,385.png,medium
385_high.png,48-B1 288.07,385.png,high
385_occluded.png,48-B1 288.07,385.png,occluded
386_low.png,67-B1 009.79,386.png,low
386_medium.png,67-B1 009.79,386.png,medium
386_high.png,67-B1 009.79,386.png,high
386_occluded.png,67-B1 009.79,386.png,occluded
387_low.png,51-H3 2153,387.png,low
387_medium.png,51-H3 2153,387.png,medium
387_high.png,51-H3 2153,387.png,high
387_occluded.png,51-H3 2153,387.png,occluded
388_low.png,59-V2 455.06,388.png,low
388_medium.png,59-V2 455.06,388.png,medium
388_high.png,59-V2 455.06,388.png,high
388_occluded.png,59-V2 455.06,388.png,occluded
389_low.png,60-F2 019.49,389.png,low
389_medium.png,60-F2 019.49,389.png,medium
389_high.png,60-F2 019.49,389.png,high
389_occluded.png,60-F2 019.49,389.png,occluded
390_low.png,47-B1 426.42,390.png,low
390_medium.png,47-B1 426.42,390.png,medium
390_high.png,47-B1 426.42,390.png,high
390_occluded.png,47-B1 426.42,390.png,occluded
394_low.png,59-S1 713.98,394.png,low
394_medium.png,59-S1 713.98,394.png,medium
394_high.png,59-S1 713.98,394.png,high
394_occluded.png,59-S1 713.98,394.png,occluded
395_low.png,52-U6 2655,395.png,low
395_medium.png,52-U6 2655,395.png,medium
395_high.png,52-U6 2655,395.png,high
395_occluded.png,52-U6 2655,395.png,occluded
396_low.png,61-D1 128.78,396.png,low
396_medium.png,61-D1 128.78,396.png,medium
396_high.png,61-D1 128.78,396.png,high
396_occluded.png,61-D1 128.78,396.png,occluded
397_low.png,60-F1 617.50,397.png,low
397_medium.png,60-F1 617.50,397.png,medium
397_high.png,60-F1 617.50,397.png,high
397_occluded.png,60-F1 617.50,397.png,occluded
398_low.png,59-P2 211.81,398.png,low
398_medium.png,59-P2 211.81,398.png,medium
398_high.png,59-P2 211.81,398.png,high
398_occluded.png,59-P2 211.81,398.png,occluded
399_low.png,51-K3 8796,399.png,low
399_medium.png,51-K3 8796,399.png,medium
399_high.png,51-K3 8796,399.png,high
399_occluded.png,51-K3 8796,399.png,occluded
400_low.png,59-C1 618.91,400.png,low
400_medium.png,59-C1 618.91,400.png,medium
400_high.png,59-C1 618.91,400.png,high
400_occluded.png,59-C1 618.91,400.png,occluded
402_low.png,77-YV3 4619,402.png,low
402_medium.png,77-YV3 4619,402.png,medium
402_high.png,77-YV3 4619,402.png,high
402_occluded.png,77-YV3 4619,402.png,occluded
404_low.png,62-K5 1250,404.png,low
404_medium.png,62-K5 1250,404.png,medium
404_high.png,62-K5 1250,404.png,high
404_occluded.png,62-K5 1250,404.png,occluded
405_low.png,60-F1 183.19,405.png,low
405_medium.png,60-F1 183.19,405.png,medium
405_high.png,60-F1 183.19,405.png,high
405_occluded.png,60-F1 183.19,405.png,occluded
406_low.png,59-C1 163.49,406.png,low
406_medium.png,59-C1 163.49,406.png,medium
406_high.png,59-C1 163.49,406.png,high
406_occluded.png,59-C1 163.49,406.png,occluded
407_low.png,52-L2 6661,407.png,low
407_medium.png,52-L2 6661,407.png,medium
407_high.png,52-L2 6661,407.png,high
407_occluded.png,52-L2 6661,407.png,occluded
408_low.png,71-S3 5011,408.png,low
408_medium.png,71-S3 5011,408.png,medium
408_high.png,71-S3 5011,408.png,high
408_occluded.png,71-S3 5011,408.png,occluded
409_low.png,59-S2 366.23,409.png,low
409_medium.png,59-S2 366.23,409.png,medium
409_high.png,59-S2 366.23,409.png,high
409_occluded.png,59-S2 366.23,409.png,occluded
410_low.png,63-B6 134.21,410.png,low
410_medium.png,63-B6 134.21,410.png,medium
410_high.png,63-B6 134.21,410.png,high
410_occluded.png,63-B6 134.21,410.png,occluded
411_low.png,59-M1 487.00,411.png,low
411_medium.png,59-M1 487.00,411.png,medium
411_high.png,59-M1 487.00,411.png,high
411_occluded.png,59-M1 487.00,411.png,occluded
412_low.png,54-H2 2721,412.png,low
412_medium.png,54-H2 2721,412.png,medium
412_high.png,54-H2 2721,412.png,high
412_occluded.png,54-H2 2721,412.png,occluded
413_low.png,55-P8 7062,413.png,low
413_medium.png,55-P8 7062,413.png,medium
413_high.png,55-P8 7062,413.png,high
413_occluded.png,55-P8 7062,413.png,occluded
414_low.png,59-L2 276.02,414.png,low
414_medium.png,59-L2 276.02,414.png,medium
414_high.png,59-L2 276.02,414.png,high
414_occluded.png,59-L2 276.02,414.png,occluded
415_low.png,59-E1 001.79,415.png,low
415_medium.png,59-E1 001.79,415.png,medium
415_high.png,59-E1 001.79,415.png,high
415_occluded.png,59-E1 001.79,415.png,occluded
416_low.png,59-F1 827.87,416.png,low
416_medium.png,59-F1 827.87,416.png,medium
416_high.png,59-F1 827.87,416.png,high
416_occluded.png,59-F1 827.87,416.png,occluded
417_low.png,59-P1 988.76,417.png,low
417_medium.png,59-P1 988.76,417.png,medium
417_high.png,59-P1 988.76,417.png,high
417_occluded.png,59-P1 988.76,417.png,occluded
419_low.png,59-N1 180.63,419.png,low
419_medium.png,59-N1 180.63,419.png,medium
419_high.png,59-N1 180.63,419.png,high
419_occluded.png,59-N1 180.63,419.png,occluded
420_low.png,59-S2 460.39,420.png,low
420_medium.png,59-S2 460.39,420.png,medium
420_high.png,59-S2 460.39,420.png,high
420_occluded.png,59-S2 460.39,420.png,occluded
421_low.png,71-B1 580.70,421.png,low
421_medium.png,71-B1 580.70,421.png,medium
421_high.png,71-B1 580.70,421.png,high
421_occluded.png,71-B1 580.70,421.png,occluded
422_low.png,59-L1 109.89,422.png,low
422_medium.png,59-L1 109.89,422.png,medium
422_high.png,59-L1 109.89,422.png,high
422_occluded.png,59-L1 109.89,422.png,occluded
423_low.png,49-B1 041.82,423.png,low
423_medium.png,49-B1 041.82,423.png,medium
423_high.png,49-B1 041.82,423.png,high
423_occluded.png,49-B1 041.82,423.png,occluded
424_low.png,59-H1 526.97,424.png,low
424_medium.png,59-H1 526.97,424.png,medium
424_high.png,59-H1 526.97,424.png,high
424_occluded.png,59-H1 526.97,424.png,occluded
425_low.png,59-F1 090.31,425.png,low
425_medium.png,59-F1 090.31,425.png,medium
425_high.png,59-F1 090.31,425.png,high
425_occluded.png,59-F1 090.31,425.png,occluded
426_low.png,59-H1 157.93,426.png,low
426_medium.png,59-H1 157.93,426.png,medium
426_high.png,59-H1 157.93,426.png,high
426_occluded.png,59-H1 157.93,426.png,occluded
427_low.png,48-B1 314.42,427.png,low
427_medium.png,48-B1 314.42,427.png,medium
427_high.png,48-B1 314.42,427.png,high
427_occluded.png,48-B1 314.42,427.png,occluded
428_low.png,59-F1 629.19,428.png,low
428_medium.png,59-F1 629.19,428.png,medium
428_high.png,59-F1 629.19,428.png,high
428_occluded.png,59-F1 629.19,428.png,occluded
429_low.png,54-T5 2159,429.png,low
429_medium.png,54-T5 2159,429.png,medium
429_high.png,54-T5 2159,429.png,high
429_occluded.png,54-T5 2159,429.png,occluded
430_low.png,52-Z6 5061,430.png,low
430_medium.png,52-Z6 5061,430.png,medium
430_high.png,52-Z6 5061,430.png,high
430_occluded.png,52-Z6 5061,430.png,occluded
431_low.png,59-P2 313.16,431.png,low
431_medium.png,59-P2 313.16,431.png,medium
431_high.png,59-P2 313.16,431.png,high
431_occluded.png,59-P2 313.16,431.png,occluded
432_low.png,59-S2 278.31,432.png,low
432_medium.png,59-S2 278.31,432.png,medium
432_high.png,59-S2 278.31,432.png,high
432_occluded.png,59-S2 278.31,432.png,occluded
433_low.png,63-B1 387.86,433.png,low
433_medium.png,63-B1 387.86,433.png,medium
433_high.png,63-B1 387.86,433.png,high
433_occluded.png,63-B1 387.86,433.png,occluded
435_low.png,59-H1 435.64,435.png,low
435_medium.png,59-H1 435.64,435.png,medium
435_high.png,59-H1 435.64,435.png,high
435_occluded.png,59-H1 435.64,435.png,occluded
436_low.png,59-B1 314.89,436.png,low
436_medium.png,59-B1 314.89,436.png,medium
436_high.png,59-B1 314.89,436.png,high
436_occluded.png,59-B1 314.89,436.png,occluded
437_low.png,59-L1 822.43,437.png,low
437_medium.png,59-L1 822.43,437.png,medium
437_high.png,59-L1 822.43,437.png,high
437_occluded.png,59-L1 822.43,437.png,occluded
438_low.png,99-L1 238.82,438.png,low
438_medium.png,99-L1 238.82,438.png,medium
438_high.png,99-L1 238.82,438.png,high
438_occluded.png,99-L1 238.82,438.png,occluded
439_low.png,59-C1 311.62,439.png,low
439_medium.png,59-C1 311.62,439.png,medium
439_high.png,59-C1 311.62,439.png,high
439_occluded.png,59-C1 311.62,439.png,occluded
440_low.png,65-S2 1319,440.png,low
440_medium.png,65-S2 1319,440.png,medium
440_high.png,65-S2 1319,440.png,high
440_occluded.png,65-S2 1319,440.png,occluded
441_low.png,59-X2 354.79,441.png,low
441_medium.png,59-X2 354.79,441.png,medium
441_high.png,59-X2 354.79,441.png,high
441_occluded.png,59-X2 354.79,441.png,occluded
442_low.png,59-E1 047.44,442.png,low
442_medium.png,59-E1 047.44,442.png,medium
442_high.png,59-E1 047.44,442.png,high
442_occluded.png,59-E1 047.44,442.png,occluded
443_low.png,60-B2 361.61,443.png,low
443_medium.png,60-B2 361.61,443.png,medium
443_high.png,60-B2 361.61,443.png,high
443_occluded.png,60-B2 361.61,443.png,occluded
444_low.png,59-T1 569.87,444.png,low
444_medium.png,59-T1 569.87,444.png,medium
444_high.png,59-T1 569.87,444.png,high
444_occluded.png,59-T1 569.87,444.png,occluded
445_low.png,59-B1 346.82,445.png,low
445_medium.png,59-B1 346.82,445.png,medium
445_high.png,59-B1 346.82,445.png,high
445_occluded.png,59-B1 346.82,445.png,occluded
446_low.png,16-M2 6315,446.png,low
446_medium.png,16-M2 6315,446.png,medium
446_high.png,16-M2 6315,446.png,high
446_occluded.png,16-M2 6315,446.png,occluded
447_low.png,59-M1 035.19,447.png,low
447_medium.png,59-M1 035.19,447.png,medium
447_high.png,59-M1 035.19,447.png,high
447_occluded.png,59-M1 035.19,447.png,occluded
448_low.png,54-X3 7676,448.png,low
448_medium.png,54-X3 7676,448.png,medium
448_high.png,54-X3 7676,448.png,high
448_occluded.png,54-X3 7676,448.png,occluded
449_low.png,59-F1 631.86,449.png,low
449_medium.png,59-F1 631.86,449.png,medium
449_high.png,59-F1 631.86,449.png,high
449_occluded.png,59-F1 631.86,449.png,occluded
450_low.png,59-L2 047.75,450.png,low
450_medium.png,59-L2 047.75,450.png,medium
450_high.png,59-L2 047.75,450.png,high
450_occluded.png,59-L2 047.75,450.png,occluded
451_low.png,54-S1 4959,451.png,low
451_medium.png,54-S1 4959,451.png,medium
451_high.png,54-S1 4959,451.png,high
451_occluded.png,54-S1 4959,451.png,occluded
452_low.png,59-P2 209.47,452.png,low
452_medium.png,59-P2 209.47,452.png,medium
452_high.png,59-P2 209.47,452.png,high
452_occluded.png,59-P2 209.47,452.png,occluded
453_low.png,59-D2 131.13,453.png,low
453_medium.png,59-D2 131.13,453.png,medium
453_high.png,59-D2 131.13,453.png,high
453_occluded.png,59-D2 131.13,453.png,occluded
454_low.png,59-F1 166.92,454.png,low
454_medium.png,59-F1 166.92,454.png,medium
454_high.png,59-F1 166.92,454.png,high
454_occluded.png,59-F1 166.92,454.png,occluded
455_low.png,59-P1 928.93,455.png,low
455_medium.png,59-P1 928.93,455.png,medium
455_high.png,59-P1 928.93,455.png,high
455_occluded.png,59-P1 928.93,455.png,occluded
456_low.png,59-V1 778.32,456.png,low
456_medium.png,59-V1 778.32,456.png,medium
456_high.png,59-V1 778.32,456.png,high
456_occluded.png,59-V1 778.32,456.png,occluded
457_low.png,60-Y7 3914,457.png,low
457_medium.png,60-Y7 3914,457.png,medium
457_high.png,60-Y7 3914,457.png,high
457_occluded.png,60-Y7 3914,457.png,occluded
458_low.png,53-Z1 1759,458.png,low
458_medium.png,53-Z1 1759,458.png,medium
458_high.png,53-Z1 1759,458.png,high
458_occluded.png,53-Z1 1759,458.png,occluded
459_low.png,59-T1 003.81,459.png,low
459_medium.png,59-T1 003.81,459.png,medium
459_high.png,59-T1 003.81,459.png,high
459_occluded.png,59-T1 003.81,459.png,occluded
461_low.png,85-D1 218.69,461.png,low
461_medium.png,85-D1 218.69,461.png,medium
461_high.png,85-D1 218.69,461.png,high
461_occluded.png,85-D1 218.69,461.png,occluded
462_low.png,60-U2 9890,462.png,low
462_medium.png,60-U2 9890,462.png,medium
462_high.png,60-U2 9890,462.png,high
462_occluded.png,60-U2 9890,462.png,occluded
463_low.png,59-E1 295.65,463.png,low
463_medium.png,59-E1 295.65,463.png,medium
463_high.png,59-E1 295.65,463.png,high
463_occluded.png,59-E1 295.65,463.png,occluded
464_low.png,52-T7 6433,464.png,low
464_medium.png,52-T7 6433,464.png,medium
464_high.png,52-T7 6433,464.png,high
464_occluded.png,52-T7 6433,464.png,occluded
465_low.png,54-U1 4469,465.png,low
465_medium.png,54-U1 4469,465.png,medium
465_high.png,54-U1 4469,465.png,high
465_occluded.png,54-U1 4469,465.png,occluded
466_low.png,59-L1 567.20,466.png,low
466_medium.png,59-L1 567.20,466.png,medium
466_high.png,59-L1 567.20,466.png,high
466_occluded.png,59-L1 567.20,466.png,occluded
467_low.png,93-P1 063.12,467.png,low
467_medium.png,93-P1 063.12,467.png,medium
467_high.png,93-P1 063.12,467.png,high
467_occluded.png,93-P1 063.12,467.png,occluded
469_low.png,54-U2 5965,469.png,low
469_medium.png,54-U2 5965,469.png,medium
469_high.png,54-U2 5965,469.png,high
469_occluded.png,54-U2 5965,469.png,occluded
470_low.png,59-L1 678.24,470.png,low
470_medium.png,59-L1 678.24,470.png,medium
470_high.png,59-L1 678.24,470.png,high
470_occluded.png,59-L1 678.24,470.png,occluded
471_low.png,79-Z1 167.92,471.png,low
471_medium.png,79-Z1 167.92,471.png,medium
471_high.png,79-Z1 167.92,471.png,high
471_occluded.png,79-Z1 167.92,471.png,occluded
472_low.png,59-Y1 025.33,472.png,low
472_medium.png,59-Y1 025.33,472.png,medium
472_high.png,59-Y1 025.33,472.png,high
472_occluded.png,59-Y1 025.33,472.png,occluded
473_low.png,59-C1 230.83,473.png,low
473_medium.png,59-C1 230.83,473.png,medium
473_high.png,59-C1 230.83,473.png,high
473_occluded.png,59-C1 230.83,473.png,occluded
474_low.png,59-H1 044.25,474.png,low
474_medium.png,59-H1 044.25,474.png,medium
474_high.png,59-H1 044.25,474.png,high
474_occluded.png,59-H1 044.25,474.png,occluded
475_low.png,59-C2 574.72,475.png,low
475_medium.png,59-C2 574.72,475.png,medium
475_high.png,59-C2 574.72,475.png,high
475_occluded.png,59-C2 574.72,475.png,occluded
476_low.png,72-H5 8794,476.png,low
476_medium.png,72-H5 8794,476.png,medium
476_high.png,72-H5 8794,476.png,high
476_occluded.png,72-H5 8794,476.png,occluded
477_low.png,54-N9 5449,477.png,low
477_medium.png,54-N9 5449,477.png,medium
477_high.png,54-N9 5449,477.png,high
477_occluded.png,54-N9 5449,477.png,occluded
478_low.png,59-V1 855.84,478.png,low
478_medium.png,59-V1 855.84,478.png,medium
478_high.png,59-V1 855.84,478.png,high
478_occluded.png,59-V1 855.84,478.png,occluded
479_low.png,59-L1 540.63,479.png,low
479_medium.png,59-L1 540.63,479.png,medium
479_high.png,59-L1 540.63,479.png,high
479_occluded.png,59-L1 540.63,479.png,occluded
480_low.png,59-L2 113.47,480.png,low
480_medium.png,59-L2 113.47,480.png,medium
480_high.png,59-L2 113.47,480.png,high
480_occluded.png,59-L2 113.47,480.png,occluded
482_low.png,79-L4 0995,482.png,low
482_medium.png,79-L4 0995,482.png,medium
482_high.png,79-L4 0995,482.png,high
482_occluded.png,79-L4 0995,482.png,occluded
483_low.png,93-F1 264.79,483.png,low
483_medium.png,93-F1 264.79,483.png,medium
483_high.png,93-F1 264.79,483.png,high
483_occluded.png,93-F1 264.79,483.png,occluded
484_low.png,59-E1 641.41,484.png,low
484_medium.png,59-E1 641.41,484.png,medium
484_high.png,59-E1 641.41,484.png,high
484_occluded.png,59-E1 641.41,484.png,occluded
485_low.png,54-H3 5581,485.png,low
485_medium.png,54-H3 5581,485.png,medium
485_high.png,54-H3 5581,485.png,high
485_occluded.png,54-H3 5581,485.png,occluded
486_low.png,59-T1 655.50,486.png,low
486_medium.png,59-T1 655.50,486.png,medium
486_high.png,59-T1 655.50,486.png,high
486_occluded.png,59-T1 655.50,486.png,occluded
487_low.png,59-T1 296.13,487.png,low
487_medium.png,59-T1 296.13,487.png,medium
487_high.png,59-T1 296.13,487.png,high
487_occluded.png,59-T1 296.13,487.png,occluded
488_low.png,59-Y1 925.33,488.png,low
488_medium.png,59-Y1 925.33,488.png,medium
488_high.png,59-Y1 925.33,488.png,high
488_occluded.png,59-Y1 925.33,488.png,occluded
489_low.png,59-U1 452.67,489.png,low
489_medium.png,59-U1 452.67,489.png,medium
489_high.png,59-U1 452.67,489.png,high
489_occluded.png,59-U1 452.67,489.png,occluded
490_low.png,59-T1 555.00,490.png,low
490_medium.png,59-T1 555.00,490.png,medium
490_high.png,59-T1 555.00,490.png,high
490_occluded.png,59-T1 555.00,490.png,occluded
491_low.png,59-P2 131.59,491.png,low
491_medium.png,59-P2 131.59,491.png,medium
491_high.png,59-P2 131.59,491.png,high
491_occluded.png,59-P2 131.59,491.png,occluded
492_low.png,71-2 177.57,492.png,low
492_medium.png,71-2 177.57,492.png,medium
492_high.png,71-2 177.57,492.png,high
492_occluded.png,71-2 177.57,492.png,occluded
493_low.png,93-E1 051.19,493.png,low
493_medium.png,93-E1 051.19,493.png,medium
493_high.png,93-E1 051.19,493.png,high
493_occluded.png,93-E1 051.19,493.png,occluded
497_low.png,59-D1 004.44,497.png,low
497_medium.png,59-D1 004.44,497.png,medium
497_high.png,59-D1 004.44,497.png,high
497_occluded.png,59-D1 004.44,497.png,occluded
498_low.png,59-V1 527.55,498.png,low
498_medium.png,59-V1 527.55,498.png,medium
498_high.png,59-V1 527.55,498.png,high
498_occluded.png,59-V1 527.55,498.png,occluded
499_low.png,52-Z8 327,499.png,low
499_medium.png,52-Z8 327,499.png,medium
499_high.png,52-Z8 327,499.png,high
499_occluded.png,52-Z8 327,499.png,occluded
500_low.png,54-S2 5505,500.png,low
500_medium.png,54-S2 5505,500.png,medium
500_high.png,54-S2 5505,500.png,high
500_occluded.png,54-S2 5505,500.png,occluded
501_low.png,71-H1 5518,501.png,low
501_medium.png,71-H1 5518,501.png,medium
501_high.png,71-H1 5518,501.png,high
501_occluded.png,71-H1 5518,501.png,occluded
502_low.png,64-K1 043.43,502.png,low
502_medium.png,64-K1 043.43,502.png,medium
502_high.png,64-K1 043.43,502.png,high
502_occluded.png,64-K1 043.43,502.png,occluded
503_low.png,59-F1 685.64,503.png,low
503_medium.png,59-F1 685.64,503.png,medium
503_high.png,59-F1 685.64,503.png,high
503_occluded.png,59-F1 685.64,503.png,occluded
504_low.png,59-H1 549.86,504.png,low
504_medium.png,59-H1 549.86,504.png,medium
504_high.png,59-H1 549.86,504.png,high
504_occluded.png,59-H1 549.86,504.png,occluded
505_low.png,59-D1 462.88,505.png,low
505_medium.png,59-D1 462.88,505.png,medium
505_high.png,59-D1 462.88,505.png,high
505_occluded.png,59-D1 462.88,505.png,occluded
506_low.png,59-S1 394.87,506.png,low
506_medium.png,59-S1 394.87,506.png,medium
506_high.png,59-S1 394.87,506.png,high
506_occluded.png,59-S1 394.87,506.png,occluded
507_low.png,86-AA 010.79,507.png,low
507_medium.png,86-AA 010.79,507.png,medium
507_high.png,86-AA 010.79,507.png,high
507_occluded.png,86-AA 010.79,507.png,occluded
509_low.png,59-T1 023.09,509.png,low
509_medium.png,59-T1 023.09,509.png,medium
509_high.png,59-T1 023.09,509.png,high
509_occluded.png,59-T1 023.09,509.png,occluded
510_low.png,59-U1 517.71,510.png,low
510_medium.png,59-U1 517.71,510.png,medium
510_high.png,59-U1 517.71,510.png,high
510_occluded.png,59-U1 517.71,510.png,occluded
511_low.png,59-D2 171.48,511.png,low
511_medium.png,59-D2 171.48,511.png,medium
511_high.png,59-D2 171.48,511.png,high
511_occluded.png,59-D2 171.48,511.png,occluded
512_low.png,60-B6 280.32,512.png,low
512_medium.png,60-B6 280.32,512.png,medium
512_high.png,60-B6 280.32,512.png,high
512_occluded.png,60-B6 280.32,512.png,occluded
514_low.png,59-D1 673.93,514.png,low
514_medium.png,59-D1 673.93,514.png,medium
514_high.png,59-D1 673.93,514.png,high
514_occluded.png,59-D1 673.93,514.png,occluded
516_low.png,54-R4 7039,516.png,low
516_medium.png,54-R4 7039,516.png,medium
516_high.png,54-R4 7039,516.png,high
516_occluded.png,54-R4 7039,516.png,occluded
517_low.png,47-N9 0859,517.png,low
517_medium.png,47-N9 0859,517.png,medium
517_high.png,47-N9 0859,517.png,high
517_occluded.png,47-N9 0859,517.png,occluded
518_low.png,59-M1 894.04,518.png,low
518_medium.png,59-M1 894.04,518.png,medium
518_high.png,59-M1 894.04,518.png,high
518_occluded.png,59-M1 894.04,518.png,occluded
520_low.png,59-U1 769.47,520.png,low
520_medium.png,59-U1 769.47,520.png,medium
520_high.png,59-U1 769.47,520.png,high
520_occluded.png,59-U1 769.47,520.png,occluded
521_low.png,59-K1 693.23,521.png,low
521_medium.png,59-K1 693.23,521.png,medium
521_high.png,59-K1 693.23,521.png,high
521_occluded.png,59-K1 693.23,521.png,occluded
522_low.png,54-L5 9913,522.png,low
522_medium.png,54-L5 9913,522.png,medium
522_high.png,54-L5 9913,522.png,high
522_occluded.png,54-L5 9913,522.png,occluded
523_low.png,59-U1 488.50,523.png,low
523_medium.png,59-U1 488.50,523.png,medium
523_high.png,59-U1 488.50,523.png,high
523_occluded.png,59-U1 488.50,523.png,occluded
524_low.png,54-Z2 8101,524.png,low
524_medium.png,54-Z2 8101,524.png,medium
524_high.png,54-Z2 8101,524.png,high
524_occluded.png,54-Z2 8101,524.png,occluded
525_low.png,59-B1 192.40,525.png,low
525_medium.png,59-B1 192.40,525.png,medium
525_high.png,59-B1 192.40,525.png,high
525_occluded.png,59-B1 192.40,525.png,occluded
526_low.png,59-FA 005.91,526.png,low
526_medium.png,59-FA 005.91,526.png,medium
526_high.png,59-FA 005.91,526.png,high
526_occluded.png,59-FA 005.91,526.png,occluded
527_low.png,59-E1 252.97,527.png,low
527_medium.png,59-E1 252.97,527.png,medium
527_high.png,59-E1 252.97,527.png,high
527_occluded.png,59-E1 252.97,527.png,occluded
528_low.png,49-B1 233.54,528.png,low
528_medium.png,49-B1 233.54,528.png,medium
528_high.png,49-B1 233.54,528.png,high
528_occluded.png,49-B1 233.54,528.png,occluded
529_low.png,59-P2 230.50,529.png,low
529_medium.png,59-P2 230.50,529.png,medium
529_high.png,59-P2 230.50,529.png,high
529_occluded.png,59-P2 230.50,529.png,occluded
530_low.png,59-S2 165.55,530.png,low
530_medium.png,59-S2 165.55,530.png,medium
530_high.png,59-S2 165.55,530.png,high
530_occluded.png,59-S2 165.55,530.png,occluded
531_low.png,59-N1 071.95,531.png,low
531_medium.png,59-N1 071.95,531.png,medium
531_high.png,59-N1 071.95,531.png,high
531_occluded.png,59-N1 071.95,531.png,occluded
532_low.png,51-S2 5013,532.png,low
532_medium.png,51-S2 5013,532.png,medium
532_high.png,51-S2 5013,532.png,high
532_occluded.png,51-S2 5013,532.png,occluded
534_low.png,60-B3 345.34,534.png,low
534_medium.png,60-B3 345.34,534.png,medium
534_high.png,60-B3 345.34,534.png,high
534_occluded.png,60-B3 345.34,534.png,occluded
535_low.png,59-B1 349.17,535.png,low
535_medium.png,59-B1 349.17,535.png,medium
535_high.png,59-B1 349.17,535.png,high
535_occluded.png,59-B1 349.17,535.png,occluded
536_low.png,49-B1 453.48,536.png,low
536_medium.png,49-B1 453.48,536.png,medium
536_high.png,49-B1 453.48,536.png,high
536_occluded.png,49-B1 453.48,536.png,occluded
537_low.png,54-V3 8314,537.png,low
537_medium.png,54-V3 8314,537.png,medium
537_high.png,54-V3 8314,537.png,high
537_occluded.png,54-V3 8314,537.png,occluded
538_low.png,59-V2 002.85,538.png,low
538_medium.png,59-V2 002.85,538.png,medium
538_high.png,59-V2 002.85,538.png,high
538_occluded.png,59-V2 002.85,538.png,occluded
539_low.png,59-B1 335.76,539.png,low
539_medium.png,59-B1 335.76,539.png,medium
539_high.png,59-B1 335.76,539.png,high
539_occluded.png,59-B1 335.76,539.png,occluded
540_low.png,59-X1 402.43,540.png,low
540_medium.png,59-X1 402.43,540.png,medium
540_high.png,59-X1 402.43,540.png,high
540_occluded.png,59-X1 402.43,540.png,occluded
541_low.png,59-Y1 547.76,541.png,low
541_medium.png,59-Y1 547.76,541.png,medium
541_high.png,59-Y1 547.76,541.png,high
541_occluded.png,59-Y1 547.76,541.png,occluded
542_low.png,54-M2 5694,542.png,low
542_medium.png,54-M2 5694,542.png,medium
542_high.png,54-M2 5694,542.png,high
542_occluded.png,54-M2 5694,542.png,occluded
543_low.png,59-Y1 732.81,543.png,low
543_medium.png,59-Y1 732.81,543.png,medium
543_high.png,59-Y1 732.81,543.png,high
543_occluded.png,59-Y1 732.81,543.png,occluded
544_low.png,59-V2 436.54,544.png,low
544_medium.png,59-V2 436.54,544.png,medium
544_high.png,59-V2 436.54,544.png,high
544_occluded.png,59-V2 436.54,544.png,occluded
545_low.png,52-P2 0878,545.png,low
545_medium.png,52-P2 0878,545.png,medium
545_high.png,52-P2 0878,545.png,high
545_occluded.png,52-P2 0878,545.png,occluded
546_low.png,60-F1 415.16,546.png,low
546_medium.png,60-F1 415.16,546.png,medium
546_high.png,60-F1 415.16,546.png,high
546_occluded.png,60-F1 415.16,546.png,occluded
547_low.png,59-M1 077.90,547.png,low
547_medium.png,59-M1 077.90,547.png,medium
547_high.png,59-M1 077.90,547.png,high
547_occluded.png,59-M1 077.90,547.png,occluded
548_low.png,54-S5 4463,548.png,low
548_medium.png,54-S5 4463,548.png,medium
548_high.png,54-S5 4463,548.png,high
548_occluded.png,54-S5 4463,548.png,occluded
549_low.png,53-S3 9152,549.png,low
549_medium.png,53-S3 9152,549.png,medium
549_high.png,53-S3 9152,549.png,high
549_occluded.png,53-S3 9152,549.png,occluded
550_low.png,66-G1 157.23,550.png,low
550_medium.png,66-G1 157.23,550.png,medium
550_high.png,66-G1 157.23,550.png,high
550_occluded.png,66-G1 157.23,550.png,occluded
551_low.png,54-Z3 2172,551.png,low
551_medium.png,54-Z3 2172,551.png,medium
551_high.png,54-Z3 2172,551.png,high
551_occluded.png,54-Z3 2172,551.png,occluded
552_low.png,59-H1 622.81,552.png,low
552_medium.png,59-H1 622.81,552.png,medium
552_high.png,59-H1 622.81,552.png,high
552_occluded.png,59-H1 622.81,552.png,occluded
553_low.png,59-X2 942.70,553.png,low
553_medium.png,59-X2 942.70,553.png,medium
553_high.png,59-X2 942.70,553.png,high
553_occluded.png,59-X2 942.70,553.png,occluded
554_low.png,59-X2 627.21,554.png,low
554_medium.png,59-X2 627.21,554.png,medium
554_high.png,59-X2 627.21,554.png,high
554_occluded.png,59-X2 627.21,554.png,occluded
555_low.png,86-B1 146.30,555.png,low
555_medium.png,86-B1 146.30,555.png,medium
555_high.png,86-B1 146.30,555.png,high
