img,plate,source_img,augment_type,plate_type,clean_plate,group_id,split
783_medium.png,59-F1 458.42,783.png,medium,2line,59F145842,59F145842_2line,train
783_high.png,59-F1 458.42,783.png,high,2line,59F145842,59F145842_2line,train
783_occluded.png,59-F1 458.42,783.png,occluded,2line,59F145842,59F145842_2line,train
784_low.png,59-N1 617.76,784.png,low,2line,59N161776,59N161776_2line,train
784_medium.png,59-N1 617.76,784.png,medium,2line,59N161776,59N161776_2line,train
784_high.png,59-N1 617.76,784.png,high,2line,59N161776,59N161776_2line,train
784_occluded.png,59-N1 617.76,784.png,occluded,2line,59N161776,59N161776_2line,train
786_low.png,59-V2 445.88,786.png,low,2line,59V244588,59V244588_2line,train
786_medium.png,59-V2 445.88,786.png,medium,2line,59V244588,59V244588_2line,train
786_high.png,59-V2 445.88,786.png,high,2line,59V244588,59V244588_2line,train
786_occluded.png,59-V2 445.88,786.png,occluded,2line,59V244588,59V244588_2line,train
787_low.png,59-C2 463.26,787.png,low,2line,59C246326,59C246326_2line,train
787_medium.png,59-C2 463.26,787.png,medium,2line,59C246326,59C246326_2line,train
787_high.png,59-C2 463.26,787.png,high,2line,59C246326,59C246326_2line,train
787_occluded.png,59-C2 463.26,787.png,occluded,2line,59C246326,59C246326_2line,train
790_low.png,59-V1 592.30,790.png,low,2line,59V159230,59V159230_2line,train
790_medium.png,59-V1 592.30,790.png,medium,2line,59V159230,59V159230_2line,train
790_high.png,59-V1 592.30,790.png,high,2line,59V159230,59V159230_2line,train
790_occluded.png,59-V1 592.30,790.png,occluded,2line,59V159230,59V159230_2line,train
792_low.png,59-F1 492.71,792.png,low,2line,59F149271,59F149271_2line,train
792_medium.png,59-F1 492.71,792.png,medium,2line,59F149271,59F149271_2line,train
792_high.png,59-F1 492.71,792.png,high,2line,59F149271,59F149271_2line,train
792_occluded.png,59-F1 492.71,792.png,occluded,2line,59F149271,59F149271_2line,train
793_low.png,59-E1 198.03,793.png,low,2line,59E119803,59E119803_2line,train
793_medium.png,59-E1 198.03,793.png,medium,2line,59E119803,59E119803_2line,train
793_high.png,59-E1 198.03,793.png,high,2line,59E119803,59E119803_2line,train
793_occluded.png,59-E1 198.03,793.png,occluded,2line,59E119803,59E119803_2line,train
796_low.png,59-F1 313.16,796.png,low,2line,59F131316,59F131316_2line,train
796_medium.png,59-F1 313.16,796.png,medium,2line,59F131316,59F131316_2line,train
796_high.png,59-F1 313.16,796.png,high,2line,59F131316,59F131316_2line,train
796_occluded.png,59-F1 313.16,796.png,occluded,2line,59F131316,59F131316_2line,train
797_low.png,81-G1 135.56,797.png,low,2line,81G113556,81G113556_2line,train
797_medium.png,81-G1 135.56,797.png,medium,2line,81G113556,81G113556_2line,train
797_high.png,81-G1 135.56,797.png,high,2line,81G113556,81G113556_2line,train
797_occluded.png,81-G1 135.56,797.png,occluded,2line,81G113556,81G113556_2line,train
800_low.png,50-N1 026.54,800.png,low,2line,50N102654,50N102654_2line,train
800_medium.png,50-N1 026.54,800.png,medium,2line,50N102654,50N102654_2line,train
800_high.png,50-N1 026.54,800.png,high,2line,50N102654,50N102654_2line,train
800_occluded.png,50-N1 026.54,800.png,occluded,2line,50N102654,50N102654_2line,train
801_low.png,59-P1 334.58,801.png,low,2line,59P133458,59P133458_2line,train
801_medium.png,59-P1 334.58,801.png,medium,2line,59P133458,59P133458_2line,train
801_high.png,59-P1 334.58,801.png,high,2line,59P133458,59P133458_2line,train
801_occluded.png,59-P1 334.58,801.png,occluded,2line,59P133458,59P133458_2line,train
802_low.png,47-1 4301,802.png,low,2line,4714301,4714301_2line,train
802_medium.png,47-1 4301,802.png,medium,2line,4714301,4714301_2line,train
802_high.png,47-1 4301,802.png,high,2line,4714301,4714301_2line,train
802_occluded.png,47-1 4301,802.png,occluded,2line,4714301,4714301_2line,train
803_low.png,56-P2 5963,803.png,low,2line,56P25963,56P25963_2line,train
803_medium.png,56-P2 5963,803.png,medium,2line,56P25963,56P25963_2line,train
803_high.png,56-P2 5963,803.png,high,2line,56P25963,56P25963_2line,train
803_occluded.png,56-P2 5963,803.png,occluded,2line,56P25963,56P25963_2line,train
804_low.png,51-F6 9090,804.png,low,2line,51F69090,51F69090_2line,train
804_medium.png,51-F6 9090,804.png,medium,2line,51F69090,51F69090_2line,train
804_high.png,51-F6 9090,804.png,high,2line,51F69090,51F69090_2line,train
804_occluded.png,51-F6 9090,804.png,occluded,2line,51F69090,51F69090_2line,train
805_low.png,51-LD 5634,805.png,low,2line,51LD5634,51LD5634_2line,train
805_medium.png,51-LD 5634,805.png,medium,2line,51LD5634,51LD5634_2line,train
805_high.png,51-LD 5634,805.png,high,2line,51LD5634,51LD5634_2line,train
805_occluded.png,51-LD 5634,805.png,occluded,2line,51LD5634,51LD5634_2line,train
807_low.png,59-Z1 265.53,807.png,low,2line,59Z126553,59Z126553_2line,train
807_medium.png,59-Z1 265.53,807.png,medium,2line,59Z126553,59Z126553_2line,train
807_high.png,59-Z1 265.53,807.png,high,2line,59Z126553,59Z126553_2line,train
807_occluded.png,59-Z1 265.53,807.png,occluded,2line,59Z126553,59Z126553_2line,train
808_low.png,85-S1 5378,808.png,low,2line,85S15378,85S15378_2line,train
808_medium.png,85-S1 5378,808.png,medium,2line,85S15378,85S15378_2line,train
808_high.png,85-S1 5378,808.png,high,2line,85S15378,85S15378_2line,train
808_occluded.png,85-S1 5378,808.png,occluded,2line,85S15378,85S15378_2line,train
809_low.png,59-V2 082.17,809.png,low,2line,59V208217,59V208217_2line,train
809_medium.png,59-V2 082.17,809.png,medium,2line,59V208217,59V208217_2line,train
809_high.png,59-V2 082.17,809.png,high,2line,59V208217,59V208217_2line,train
809_occluded.png,59-V2 082.17,809.png,occluded,2line,59V208217,59V208217_2line,train
810_low.png,59-P2 297.29,810.png,low,2line,59P229729,59P229729_2line,train
810_medium.png,59-P2 297.29,810.png,medium,2line,59P229729,59P229729_2line,train
810_high.png,59-P2 297.29,810.png,high,2line,59P229729,59P229729_2line,train
810_occluded.png,59-P2 297.29,810.png,occluded,2line,59P229729,59P229729_2line,train
811_low.png,78-K1 006.77,811.png,low,2line,78K100677,78K100677_2line,train
811_medium.png,78-K1 006.77,811.png,medium,2line,78K100677,78K100677_2line,train
811_high.png,78-K1 006.77,811.png,high,2line,78K100677,78K100677_2line,train
811_occluded.png,78-K1 006.77,811.png,occluded,2line,78K100677,78K100677_2line,train
812_low.png,60-B5 238.22,812.png,low,2line,60B523822,60B523822_2line,train
812_medium.png,60-B5 238.22,812.png,medium,2line,60B523822,60B523822_2line,train
812_high.png,60-B5 238.22,812.png,high,2line,60B523822,60B523822_2line,train
812_occluded.png,60-B5 238.22,812.png,occluded,2line,60B523822,60B523822_2line,train
815_low.png,16-F2 6303,815.png,low,2line,16F26303,16F26303_2line,train
815_medium.png,16-F2 6303,815.png,medium,2line,16F26303,16F26303_2line,train
815_high.png,16-F2 6303,815.png,high,2line,16F26303,16F26303_2line,train
815_occluded.png,16-F2 6303,815.png,occluded,2line,16F26303,16F26303_2line,train
816_low.png,72-L6 3974,816.png,low,2line,72L63974,72L63974_2line,train
816_medium.png,72-L6 3974,816.png,medium,2line,72L63974,72L63974_2line,train
816_high.png,72-L6 3974,816.png,high,2line,72L63974,72L63974_2line,train
816_occluded.png,72-L6 3974,816.png,occluded,2line,72L63974,72L63974_2line,train
818_low.png,59-S2 189.04,818.png,low,2line,59S218904,59S218904_2line,train
818_medium.png,59-S2 189.04,818.png,medium,2line,59S218904,59S218904_2line,train
818_high.png,59-S2 189.04,818.png,high,2line,59S218904,59S218904_2line,train
818_occluded.png,59-S2 189.04,818.png,occluded,2line,59S218904,59S218904_2line,train
821_low.png,59-M1 975.80,821.png,low,2line,59M197580,59M197580_2line,train
821_medium.png,59-M1 975.80,821.png,medium,2line,59M197580,59M197580_2line,train
821_high.png,59-M1 975.80,821.png,high,2line,59M197580,59M197580_2line,train
821_occluded.png,59-M1 975.80,821.png,occluded,2line,59M197580,59M197580_2line,train
822_low.png,79-H3 4211,822.png,low,2line,79H34211,79H34211_2line,train
822_medium.png,79-H3 4211,822.png,medium,2line,79H34211,79H34211_2line,train
822_high.png,79-H3 4211,822.png,high,2line,79H34211,79H34211_2line,train
822_occluded.png,79-H3 4211,822.png,occluded,2line,79H34211,79H34211_2line,train
824_low.png,74-K1 5866,824.png,low,2line,74K15866,74K15866_2line,train
824_medium.png,74-K1 5866,824.png,medium,2line,74K15866,74K15866_2line,train
824_high.png,74-K1 5866,824.png,high,2line,74K15866,74K15866_2line,train
824_occluded.png,74-K1 5866,824.png,occluded,2line,74K15866,74K15866_2line,train
826_low.png,69-AB 026.73,826.png,low,2line,69AB02673,69AB02673_2line,train
826_medium.png,69-AB 026.73,826.png,medium,2line,69AB02673,69AB02673_2line,train
826_high.png,69-AB 026.73,826.png,high,2line,69AB02673,69AB02673_2line,train
826_occluded.png,69-AB 026.73,826.png,occluded,2line,69AB02673,69AB02673_2line,train
828_low.png,61-H5 9381,828.png,low,2line,61H59381,61H59381_2line,train
828_medium.png,61-H5 9381,828.png,medium,2line,61H59381,61H59381_2line,train
828_high.png,61-H5 9381,828.png,high,2line,61H59381,61H59381_2line,train
828_occluded.png,61-H5 9381,828.png,occluded,2line,61H59381,61H59381_2line,train
829_low.png,79-K7 8987,829.png,low,2line,79K78987,79K78987_2line,train
829_medium.png,79-K7 8987,829.png,medium,2line,79K78987,79K78987_2line,train
829_high.png,79-K7 8987,829.png,high,2line,79K78987,79K78987_2line,train
829_occluded.png,79-K7 8987,829.png,occluded,2line,79K78987,79K78987_2line,train
830_low.png,52-P4 9134,830.png,low,2line,52P49134,52P49134_2line,train
830_medium.png,52-P4 9134,830.png,medium,2line,52P49134,52P49134_2line,train
830_high.png,52-P4 9134,830.png,high,2line,52P49134,52P49134_2line,train
830_occluded.png,52-P4 9134,830.png,occluded,2line,52P49134,52P49134_2line,train
831_low.png,59-T1 644.55,831.png,low,2line,59T164455,59T164455_2line,train
831_medium.png,59-T1 644.55,831.png,medium,2line,59T164455,59T164455_2line,train
831_high.png,59-T1 644.55,831.png,high,2line,59T164455,59T164455_2line,train
831_occluded.png,59-T1 644.55,831.png,occluded,2line,59T164455,59T164455_2line,train
832_low.png,59-F1 545.73,832.png,low,2line,59F154573,59F154573_2line,train
832_medium.png,59-F1 545.73,832.png,medium,2line,59F154573,59F154573_2line,train
832_high.png,59-F1 545.73,832.png,high,2line,59F154573,59F154573_2line,train
832_occluded.png,59-F1 545.73,832.png,occluded,2line,59F154573,59F154573_2line,train
834_low.png,59-F1 132.30,834.png,low,2line,59F113230,59F113230_2line,train
834_medium.png,59-F1 132.30,834.png,medium,2line,59F113230,59F113230_2line,train
834_high.png,59-F1 132.30,834.png,high,2line,59F113230,59F113230_2line,train
834_occluded.png,59-F1 132.30,834.png,occluded,2line,59F113230,59F113230_2line,train
836_low.png,59-H1 437.27,836.png,low,2line,59H143727,59H143727_2line,train
836_medium.png,59-H1 437.27,836.png,medium,2line,59H143727,59H143727_2line,train
836_high.png,59-H1 437.27,836.png,high,2line,59H143727,59H143727_2line,train
836_occluded.png,59-H1 437.27,836.png,occluded,2line,59H143727,59H143727_2line,train
838_low.png,54-F3 0667,838.png,low,2line,54F30667,54F30667_2line,train
838_medium.png,54-F3 0667,838.png,medium,2line,54F30667,54F30667_2line,train
838_high.png,54-F3 0667,838.png,high,2line,54F30667,54F30667_2line,train
838_occluded.png,54-F3 0667,838.png,occluded,2line,54F30667,54F30667_2line,train
839_low.png,59-H1 193.74,839.png,low,2line,59H119374,59H119374_2line,train
839_medium.png,59-H1 193.74,839.png,medium,2line,59H119374,59H119374_2line,train
839_high.png,59-H1 193.74,839.png,high,2line,59H119374,59H119374_2line,train
839_occluded.png,59-H1 193.74,839.png,occluded,2line,59H119374,59H119374_2line,train
840_low.png,59-V1 074.73,840.png,low,2line,59V107473,59V107473_2line,train
840_medium.png,59-V1 074.73,840.png,medium,2line,59V107473,59V107473_2line,train
840_high.png,59-V1 074.73,840.png,high,2line,59V107473,59V107473_2line,train
840_occluded.png,59-V1 074.73,840.png,occluded,2line,59V107473,59V107473_2line,train
844_low.png,59-E1 512.07,844.png,low,2line,59E151207,59E151207_2line,train
844_medium.png,59-E1 512.07,844.png,medium,2line,59E151207,59E151207_2line,train
844_high.png,59-E1 512.07,844.png,high,2line,59E151207,59E151207_2line,train
844_occluded.png,59-E1 512.07,844.png,occluded,2line,59E151207,59E151207_2line,train
845_low.png,47-D1 187.16,845.png,low,2line,47D118716,47D118716_2line,train
845_medium.png,47-D1 187.16,845.png,medium,2line,47D118716,47D118716_2line,train
845_high.png,47-D1 187.16,845.png,high,2line,47D118716,47D118716_2line,train
845_occluded.png,47-D1 187.16,845.png,occluded,2line,47D118716,47D118716_2line,train
846_low.png,70-G1 245.52,846.png,low,2line,70G124552,70G124552_2line,train
846_medium.png,70-G1 245.52,846.png,medium,2line,70G124552,70G124552_2line,train
846_high.png,70-G1 245.52,846.png,high,2line,70G124552,70G124552_2line,train
846_occluded.png,70-G1 245.52,846.png,occluded,2line,70G124552,70G124552_2line,train
847_low.png,60-B2 063.70,847.png,low,2line,60B206370,60B206370_2line,train
847_medium.png,60-B2 063.70,847.png,medium,2line,60B206370,60B206370_2line,train
847_high.png,60-B2 063.70,847.png,high,2line,60B206370,60B206370_2line,train
847_occluded.png,60-B2 063.70,847.png,occluded,2line,60B206370,60B206370_2line,train
849_low.png,72-F1 207.41,849.png,low,2line,72F120741,72F120741_2line,train
849_medium.png,72-F1 207.41,849.png,medium,2line,72F120741,72F120741_2line,train
849_high.png,72-F1 207.41,849.png,high,2line,72F120741,72F120741_2line,train
849_occluded.png,72-F1 207.41,849.png,occluded,2line,72F120741,72F120741_2line,train
850_low.png,55-X8 6503,850.png,low,2line,55X86503,55X86503_2line,train
850_medium.png,55-X8 6503,850.png,medium,2line,55X86503,55X86503_2line,train
850_high.png,55-X8 6503,850.png,high,2line,55X86503,55X86503_2line,train
850_occluded.png,55-X8 6503,850.png,occluded,2line,55X86503,55X86503_2line,train
854_low.png,59-B1 352.94,854.png,low,2line,59B135294,59B135294_2line,train
854_medium.png,59-B1 352.94,854.png,medium,2line,59B135294,59B135294_2line,train
854_high.png,59-B1 352.94,854.png,high,2line,59B135294,59B135294_2line,train
854_occluded.png,59-B1 352.94,854.png,occluded,2line,59B135294,59B135294_2line,train
856_low.png,59-L2 2371,856.png,low,2line,59L22371,59L22371_2line,train
856_medium.png,59-L2 2371,856.png,medium,2line,59L22371,59L22371_2line,train
856_high.png,59-L2 2371,856.png,high,2line,59L22371,59L22371_2line,train
856_occluded.png,59-L2 2371,856.png,occluded,2line,59L22371,59L22371_2line,train
857_low.png,51-X9 4654,857.png,low,2line,51X94654,51X94654_2line,train
857_medium.png,51-X9 4654,857.png,medium,2line,51X94654,51X94654_2line,train
857_high.png,51-X9 4654,857.png,high,2line,51X94654,51X94654_2line,train
857_occluded.png,51-X9 4654,857.png,occluded,2line,51X94654,51X94654_2line,train
859_low.png,59-F1 845.87,859.png,low,2line,59F184587,59F184587_2line,train
859_medium.png,59-F1 845.87,859.png,medium,2line,59F184587,59F184587_2line,train
859_high.png,59-F1 845.87,859.png,high,2line,59F184587,59F184587_2line,train
859_occluded.png,59-F1 845.87,859.png,occluded,2line,59F184587,59F184587_2line,train
860_low.png,59-P1 986.63,860.png,low,2line,59P198663,59P198663_2line,train
860_medium.png,59-P1 986.63,860.png,medium,2line,59P198663,59P198663_2line,train
860_high.png,59-P1 986.63,860.png,high,2line,59P198663,59P198663_2line,train
860_occluded.png,59-P1 986.63,860.png,occluded,2line,59P198663,59P198663_2line,train
864_low.png,47-K2 9950,864.png,low,2line,47K29950,47K29950_2line,train
864_medium.png,47-K2 9950,864.png,medium,2line,47K29950,47K29950_2line,train
864_high.png,47-K2 9950,864.png,high,2line,47K29950,47K29950_2line,train
864_occluded.png,47-K2 9950,864.png,occluded,2line,47K29950,47K29950_2line,train
865_low.png,59-L2 020.84,865.png,low,2line,59L202084,59L202084_2line,train
865_medium.png,59-L2 020.84,865.png,medium,2line,59L202084,59L202084_2line,train
865_high.png,59-L2 020.84,865.png,high,2line,59L202084,59L202084_2line,train
865_occluded.png,59-L2 020.84,865.png,occluded,2line,59L202084,59L202084_2line,train
866_low.png,49-B1 328.70,866.png,low,2line,49B132870,49B132870_2line,train
866_medium.png,49-B1 328.70,866.png,medium,2line,49B132870,49B132870_2line,train
866_high.png,49-B1 328.70,866.png,high,2line,49B132870,49B132870_2line,train
866_occluded.png,49-B1 328.70,866.png,occluded,2line,49B132870,49B132870_2line,train
867_low.png,59-F1 428.19,867.png,low,2line,59F142819,59F142819_2line,train
867_medium.png,59-F1 428.19,867.png,medium,2line,59F142819,59F142819_2line,train
867_high.png,59-F1 428.19,867.png,high,2line,59F142819,59F142819_2line,train
867_occluded.png,59-F1 428.19,867.png,occluded,2line,59F142819,59F142819_2line,train
868_low.png,59-L2 275.60,868.png,low,2line,59L227560,59L227560_2line,train
868_medium.png,59-L2 275.60,868.png,medium,2line,59L227560,59L227560_2line,train
868_high.png,59-L2 275.60,868.png,high,2line,59L227560,59L227560_2line,train
868_occluded.png,59-L2 275.60,868.png,occluded,2line,59L227560,59L227560_2line,train
869_low.png,70-EA 006.57,869.png,low,2line,70EA00657,70EA00657_2line,train
869_medium.png,70-EA 006.57,869.png,medium,2line,70EA00657,70EA00657_2line,train
869_high.png,70-EA 006.57,869.png,high,2line,70EA00657,70EA00657_2line,train
869_occluded.png,70-EA 006.57,869.png,occluded,2line,70EA00657,70EA00657_2line,train
872_low.png,59-V2 246.14,872.png,low,2line,59V224614,59V224614_2line,train
872_medium.png,59-V2 246.14,872.png,medium,2line,59V224614,59V224614_2line,train
872_high.png,59-V2 246.14,872.png,high,2line,59V224614,59V224614_2line,train
872_occluded.png,59-V2 246.14,872.png,occluded,2line,59V224614,59V224614_2line,train
873_low.png,59-C1 239.68,873.png,low,2line,59C123968,59C123968_2line,train
873_medium.png,59-C1 239.68,873.png,medium,2line,59C123968,59C123968_2line,train
873_high.png,59-C1 239.68,873.png,high,2line,59C123968,59C123968_2line,train
873_occluded.png,59-C1 239.68,873.png,occluded,2line,59C123968,59C123968_2line,train
874_low.png,68-X1 223.06,874.png,low,2line,68X122306,68X122306_2line,train
874_medium.png,68-X1 223.06,874.png,medium,2line,68X122306,68X122306_2line,train
874_high.png,68-X1 223.06,874.png,high,2line,68X122306,68X122306_2line,train
874_occluded.png,68-X1 223.06,874.png,occluded,2line,68X122306,68X122306_2line,train
876_low.png,72-F1 206.13,876.png,low,2line,72F120613,72F120613_2line,train
876_medium.png,72-F1 206.13,876.png,medium,2line,72F120613,72F120613_2line,train
876_high.png,72-F1 206.13,876.png,high,2line,72F120613,72F120613_2line,train
876_occluded.png,72-F1 206.13,876.png,occluded,2line,72F120613,72F120613_2line,train
877_low.png,59-E1 192.83,877.png,low,2line,59E119283,59E119283_2line,train
877_medium.png,59-E1 192.83,877.png,medium,2line,59E119283,59E119283_2line,train
877_high.png,59-E1 192.83,877.png,high,2line,59E119283,59E119283_2line,train
877_occluded.png,59-E1 192.83,877.png,occluded,2line,59E119283,59E119283_2line,train
880_low.png,59-L2 139.38,880.png,low,2line,59L213938,59L213938_2line,train
880_medium.png,59-L2 139.38,880.png,medium,2line,59L213938,59L213938_2line,train
880_high.png,59-L2 139.38,880.png,high,2line,59L213938,59L213938_2line,train
880_occluded.png,59-L2 139.38,880.png,occluded,2line,59L213938,59L213938_2line,train
883_low.png,55-Y1 9833,883.png,low,2line,55Y19833,55Y19833_2line,train
883_medium.png,55-Y1 9833,883.png,medium,2line,55Y19833,55Y19833_2line,train
883_high.png,55-Y1 9833,883.png,high,2line,55Y19833,55Y19833_2line,train
883_occluded.png,55-Y1 9833,883.png,occluded,2line,55Y19833,55Y19833_2line,train
884_low.png,86-B6 226.70,884.png,low,2line,86B622670,86B622670_2line,train
884_medium.png,86-B6 226.70,884.png,medium,2line,86B622670,86B622670_2line,train
884_high.png,86-B6 226.70,884.png,high,2line,86B622670,86B622670_2line,train
884_occluded.png,86-B6 226.70,884.png,occluded,2line,86B622670,86B622670_2line,train
885_low.png,69-D1 056.61,885.png,low,2line,69D105661,69D105661_2line,train
885_medium.png,69-D1 056.61,885.png,medium,2line,69D105661,69D105661_2line,train
885_high.png,69-D1 056.61,885.png,high,2line,69D105661,69D105661_2line,train
885_occluded.png,69-D1 056.61,885.png,occluded,2line,69D105661,69D105661_2line,train
886_low.png,82-B1 197.89,886.png,low,2line,82B119789,82B119789_2line,train
886_medium.png,82-B1 197.89,886.png,medium,2line,82B119789,82B119789_2line,train
886_high.png,82-B1 197.89,886.png,high,2line,82B119789,82B119789_2line,train
886_occluded.png,82-B1 197.89,886.png,occluded,2line,82B119789,82B119789_2line,train
887_low.png,59-K1 201.73,887.png,low,2line,59K120173,59K120173_2line,train
887_medium.png,59-K1 201.73,887.png,medium,2line,59K120173,59K120173_2line,train
887_high.png,59-K1 201.73,887.png,high,2line,59K120173,59K120173_2line,train
887_occluded.png,59-K1 201.73,887.png,occluded,2line,59K120173,59K120173_2line,train
888_low.png,59-L1 459.00,888.png,low,2line,59L145900,59L145900_2line,train
888_medium.png,59-L1 459.00,888.png,medium,2line,59L145900,59L145900_2line,train
888_high.png,59-L1 459.00,888.png,high,2line,59L145900,59L145900_2line,train
888_occluded.png,59-L1 459.00,888.png,occluded,2line,59L145900,59L145900_2line,train
889_low.png,59-T1 035.06,889.png,low,2line,59T103506,59T103506_2line,train
889_medium.png,59-T1 035.06,889.png,medium,2line,59T103506,59T103506_2line,train
889_high.png,59-T1 035.06,889.png,high,2line,59T103506,59T103506_2line,train
889_occluded.png,59-T1 035.06,889.png,occluded,2line,59T103506,59T103506_2line,train
890_low.png,59-S1 387.31,890.png,low,2line,59S138731,59S138731_2line,train
890_medium.png,59-S1 387.31,890.png,medium,2line,59S138731,59S138731_2line,train
890_high.png,59-S1 387.31,890.png,high,2line,59S138731,59S138731_2line,train
890_occluded.png,59-S1 387.31,890.png,occluded,2line,59S138731,59S138731_2line,train
891_low.png,55-X1 7546,891.png,low,2line,55X17546,55X17546_2line,train
891_medium.png,55-X1 7546,891.png,medium,2line,55X17546,55X17546_2line,train
891_high.png,55-X1 7546,891.png,high,2line,55X17546,55X17546_2line,train
891_occluded.png,55-X1 7546,891.png,occluded,2line,55X17546,55X17546_2line,train
892_low.png,59-C1 136.96,892.png,low,2line,59C113696,59C113696_2line,train
892_medium.png,59-C1 136.96,892.png,medium,2line,59C113696,59C113696_2line,train
892_high.png,59-C1 136.96,892.png,high,2line,59C113696,59C113696_2line,train
892_occluded.png,59-C1 136.96,892.png,occluded,2line,59C113696,59C113696_2line,train
893_low.png,59-L2 063.77,893.png,low,2line,59L206377,59L206377_2line,train
893_medium.png,59-L2 063.77,893.png,medium,2line,59L206377,59L206377_2line,train
893_high.png,59-L2 063.77,893.png,high,2line,59L206377,59L206377_2line,train
893_occluded.png,59-L2 063.77,893.png,occluded,2line,59L206377,59L206377_2line,train
894_low.png,79-D1 158.14,894.png,low,2line,79D115814,79D115814_2line,train
894_medium.png,79-D1 158.14,894.png,medium,2line,79D115814,79D115814_2line,train
894_high.png,79-D1 158.14,894.png,high,2line,79D115814,79D115814_2line,train
894_occluded.png,79-D1 158.14,894.png,occluded,2line,79D115814,79D115814_2line,train
895_low.png,59-C2 459.28,895.png,low,2line,59C245928,59C245928_2line,train
895_medium.png,59-C2 459.28,895.png,medium,2line,59C245928,59C245928_2line,train
895_high.png,59-C2 459.28,895.png,high,2line,59C245928,59C245928_2line,train
895_occluded.png,59-C2 459.28,895.png,occluded,2line,59C245928,59C245928_2line,train
896_low.png,54-Z7 3400,896.png,low,2line,54Z73400,54Z73400_2line,train
896_medium.png,54-Z7 3400,896.png,medium,2line,54Z73400,54Z73400_2line,train
896_high.png,54-Z7 3400,896.png,high,2line,54Z73400,54Z73400_2line,train
896_occluded.png,54-Z7 3400,896.png,occluded,2line,54Z73400,54Z73400_2line,train
897_low.png,59-N2 720.61,897.png,low,2line,59N272061,59N272061_2line,train
897_medium.png,59-N2 720.61,897.png,medium,2line,59N272061,59N272061_2line,train
897_high.png,59-N2 720.61,897.png,high,2line,59N272061,59N272061_2line,train
897_occluded.png,59-N2 720.61,897.png,occluded,2line,59N272061,59N272061_2line,train
898_low.png,59-V1 833.57,898.png,low,2line,59V183357,59V183357_2line,train
898_medium.png,59-V1 833.57,898.png,medium,2line,59V183357,59V183357_2line,train
898_high.png,59-V1 833.57,898.png,high,2line,59V183357,59V183357_2line,train
898_occluded.png,59-V1 833.57,898.png,occluded,2line,59V183357,59V183357_2line,train
899_low.png,54-Y9 3476,899.png,low,2line,54Y93476,54Y93476_2line,train
899_medium.png,54-Y9 3476,899.png,medium,2line,54Y93476,54Y93476_2line,train
899_high.png,54-Y9 3476,899.png,high,2line,54Y93476,54Y93476_2line,train
899_occluded.png,54-Y9 3476,899.png,occluded,2line,54Y93476,54Y93476_2line,train
900_low.png,59-U1 393.80,900.png,low,2line,59U139380,59U139380_2line,train
900_medium.png,59-U1 393.80,900.png,medium,2line,59U139380,59U139380_2line,train
900_high.png,59-U1 393.80,900.png,high,2line,59U139380,59U139380_2line,train
900_occluded.png,59-U1 393.80,900.png,occluded,2line,59U139380,59U139380_2line,train
902_low.png,59-C2 440.11,902.png,low,2line,59C244011,59C244011_2line,train
902_medium.png,59-C2 440.11,902.png,medium,2line,59C244011,59C244011_2line,train
902_high.png,59-C2 440.11,902.png,high,2line,59C244011,59C244011_2line,train
902_occluded.png,59-C2 440.11,902.png,occluded,2line,59C244011,59C244011_2line,train
903_low.png,59-S1 448.95,903.png,low,2line,59S144895,59S144895_2line,train
903_medium.png,59-S1 448.95,903.png,medium,2line,59S144895,59S144895_2line,train
903_high.png,59-S1 448.95,903.png,high,2line,59S144895,59S144895_2line,train
903_occluded.png,59-S1 448.95,903.png,occluded,2line,59S144895,59S144895_2line,train
907_low.png,79-N1 6788,907.png,low,2line,79N16788,79N16788_2line,train
907_medium.png,79-N1 6788,907.png,medium,2line,79N16788,79N16788_2line,train
907_high.png,79-N1 6788,907.png,high,2line,79N16788,79N16788_2line,train
907_occluded.png,79-N1 6788,907.png,occluded,2line,79N16788,79N16788_2line,train
909_low.png,59-S1 944.22,909.png,low,2line,59S194422,59S194422_2line,train
909_medium.png,59-S1 944.22,909.png,medium,2line,59S194422,59S194422_2line,train
909_high.png,59-S1 944.22,909.png,high,2line,59S194422,59S194422_2line,train
909_occluded.png,59-S1 944.22,909.png,occluded,2line,59S194422,59S194422_2line,train
912_low.png,59-B1 408.70,912.png,low,2line,59B140870,59B140870_2line,train
912_medium.png,59-B1 408.70,912.png,medium,2line,59B140870,59B140870_2line,train
912_high.png,59-B1 408.70,912.png,high,2line,59B140870,59B140870_2line,train
912_occluded.png,59-B1 408.70,912.png,occluded,2line,59B140870,59B140870_2line,train
915_low.png,59-P1 269.89,915.png,low,2line,59P126989,59P126989_2line,train
915_medium.png,59-P1 269.89,915.png,medium,2line,59P126989,59P126989_2line,train
915_high.png,59-P1 269.89,915.png,high,2line,59P126989,59P126989_2line,train
915_occluded.png,59-P1 269.89,915.png,occluded,2line,59P126989,59P126989_2line,train
917_low.png,60-B5 557.23,917.png,low,2line,60B555723,60B555723_2line,train
917_medium.png,60-B5 557.23,917.png,medium,2line,60B555723,60B555723_2line,train
917_high.png,60-B5 557.23,917.png,high,2line,60B555723,60B555723_2line,train
917_occluded.png,60-B5 557.23,917.png,occluded,2line,60B555723,60B555723_2line,train
918_low.png,59-M1 535.61,918.png,low,2line,59M153561,59M153561_2line,train
918_medium.png,59-M1 535.61,918.png,medium,2line,59M153561,59M153561_2line,train
