img,plate,source_img,augment_type,clean_plate,group_id,split
467_occluded.png,93-P1 063.12,467.png,occluded,93P106312,93P106312,train
469_low.png,54-U2 5965,469.png,low,54U25965,54U25965,train
469_medium.png,54-U2 5965,469.png,medium,54U25965,54U25965,train
469_high.png,54-U2 5965,469.png,high,54U25965,54U25965,train
469_occluded.png,54-U2 5965,469.png,occluded,54U25965,54U25965,train
470_low.png,59-L1 678.24,470.png,low,59L167824,59L167824,train
470_medium.png,59-L1 678.24,470.png,medium,59L167824,59L167824,train
470_high.png,59-L1 678.24,470.png,high,59L167824,59L167824,train
470_occluded.png,59-L1 678.24,470.png,occluded,59L167824,59L167824,train
471_low.png,79-Z1 167.92,471.png,low,79Z116792,79Z116792,train
471_medium.png,79-Z1 167.92,471.png,medium,79Z116792,79Z116792,train
471_high.png,79-Z1 167.92,471.png,high,79Z116792,79Z116792,train
471_occluded.png,79-Z1 167.92,471.png,occluded,79Z116792,79Z116792,train
472_low.png,59-Y1 025.33,472.png,low,59Y102533,59Y102533,train
472_medium.png,59-Y1 025.33,472.png,medium,59Y102533,59Y102533,train
472_high.png,59-Y1 025.33,472.png,high,59Y102533,59Y102533,train
472_occluded.png,59-Y1 025.33,472.png,occluded,59Y102533,59Y102533,train
474_low.png,59-H1 044.25,474.png,low,59H104425,59H104425,train
474_medium.png,59-H1 044.25,474.png,medium,59H104425,59H104425,train
474_high.png,59-H1 044.25,474.png,high,59H104425,59H104425,train
474_occluded.png,59-H1 044.25,474.png,occluded,59H104425,59H104425,train
476_low.png,72-H5 8794,476.png,low,72H58794,72H58794,train
476_medium.png,72-H5 8794,476.png,medium,72H58794,72H58794,train
476_high.png,72-H5 8794,476.png,high,72H58794,72H58794,train
476_occluded.png,72-H5 8794,476.png,occluded,72H58794,72H58794,train
477_low.png,54-N9 5449,477.png,low,54N95449,54N95449,train
477_medium.png,54-N9 5449,477.png,medium,54N95449,54N95449,train
477_high.png,54-N9 5449,477.png,high,54N95449,54N95449,train
477_occluded.png,54-N9 5449,477.png,occluded,54N95449,54N95449,train
479_low.png,59-L1 540.63,479.png,low,59L154063,59L154063,train
479_medium.png,59-L1 540.63,479.png,medium,59L154063,59L154063,train
479_high.png,59-L1 540.63,479.png,high,59L154063,59L154063,train
479_occluded.png,59-L1 540.63,479.png,occluded,59L154063,59L154063,train
480_low.png,59-L2 113.47,480.png,low,59L211347,59L211347,train
480_medium.png,59-L2 113.47,480.png,medium,59L211347,59L211347,train
480_high.png,59-L2 113.47,480.png,high,59L211347,59L211347,train
480_occluded.png,59-L2 113.47,480.png,occluded,59L211347,59L211347,train
482_low.png,79-L4 0995,482.png,low,79L40995,79L40995,train
482_medium.png,79-L4 0995,482.png,medium,79L40995,79L40995,train
482_high.png,79-L4 0995,482.png,high,79L40995,79L40995,train
482_occluded.png,79-L4 0995,482.png,occluded,79L40995,79L40995,train
483_low.png,93-F1 264.79,483.png,low,93F126479,93F126479,train
483_medium.png,93-F1 264.79,483.png,medium,93F126479,93F126479,train
483_high.png,93-F1 264.79,483.png,high,93F126479,93F126479,train
483_occluded.png,93-F1 264.79,483.png,occluded,93F126479,93F126479,train
484_low.png,59-E1 641.41,484.png,low,59E164141,59E164141,train
484_medium.png,59-E1 641.41,484.png,medium,59E164141,59E164141,train
484_high.png,59-E1 641.41,484.png,high,59E164141,59E164141,train
484_occluded.png,59-E1 641.41,484.png,occluded,59E164141,59E164141,train
487_low.png,59-T1 296.13,487.png,low,59T129613,59T129613,train
487_medium.png,59-T1 296.13,487.png,medium,59T129613,59T129613,train
487_high.png,59-T1 296.13,487.png,high,59T129613,59T129613,train
487_occluded.png,59-T1 296.13,487.png,occluded,59T129613,59T129613,train
488_low.png,59-Y1 925.33,488.png,low,59Y192533,59Y192533,train
488_medium.png,59-Y1 925.33,488.png,medium,59Y192533,59Y192533,train
488_high.png,59-Y1 925.33,488.png,high,59Y192533,59Y192533,train
488_occluded.png,59-Y1 925.33,488.png,occluded,59Y192533,59Y192533,train
491_low.png,59-P2 131.59,491.png,low,59P213159,59P213159,train
491_medium.png,59-P2 131.59,491.png,medium,59P213159,59P213159,train
491_high.png,59-P2 131.59,491.png,high,59P213159,59P213159,train
491_occluded.png,59-P2 131.59,491.png,occluded,59P213159,59P213159,train
492_low.png,71-2 177.57,492.png,low,71217757,71217757,train
492_medium.png,71-2 177.57,492.png,medium,71217757,71217757,train
492_high.png,71-2 177.57,492.png,high,71217757,71217757,train
492_occluded.png,71-2 177.57,492.png,occluded,71217757,71217757,train
498_low.png,59-V1 527.55,498.png,low,59V152755,59V152755,train
498_medium.png,59-V1 527.55,498.png,medium,59V152755,59V152755,train
498_high.png,59-V1 527.55,498.png,high,59V152755,59V152755,train
498_occluded.png,59-V1 527.55,498.png,occluded,59V152755,59V152755,train
499_low.png,52-Z8 327,499.png,low,52Z8327,52Z8327,train
499_medium.png,52-Z8 327,499.png,medium,52Z8327,52Z8327,train
499_high.png,52-Z8 327,499.png,high,52Z8327,52Z8327,train
499_occluded.png,52-Z8 327,499.png,occluded,52Z8327,52Z8327,train
500_low.png,54-S2 5505,500.png,low,54S25505,54S25505,train
500_medium.png,54-S2 5505,500.png,medium,54S25505,54S25505,train
500_high.png,54-S2 5505,500.png,high,54S25505,54S25505,train
500_occluded.png,54-S2 5505,500.png,occluded,54S25505,54S25505,train
501_low.png,71-H1 5518,501.png,low,71H15518,71H15518,train
501_medium.png,71-H1 5518,501.png,medium,71H15518,71H15518,train
501_high.png,71-H1 5518,501.png,high,71H15518,71H15518,train
501_occluded.png,71-H1 5518,501.png,occluded,71H15518,71H15518,train
502_low.png,64-K1 043.43,502.png,low,64K104343,64K104343,train
502_medium.png,64-K1 043.43,502.png,medium,64K104343,64K104343,train
502_high.png,64-K1 043.43,502.png,high,64K104343,64K104343,train
502_occluded.png,64-K1 043.43,502.png,occluded,64K104343,64K104343,train
505_low.png,59-D1 462.88,505.png,low,59D146288,59D146288,train
505_medium.png,59-D1 462.88,505.png,medium,59D146288,59D146288,train
505_high.png,59-D1 462.88,505.png,high,59D146288,59D146288,train
505_occluded.png,59-D1 462.88,505.png,occluded,59D146288,59D146288,train
506_low.png,59-S1 394.87,506.png,low,59S139487,59S139487,train
506_medium.png,59-S1 394.87,506.png,medium,59S139487,59S139487,train
506_high.png,59-S1 394.87,506.png,high,59S139487,59S139487,train
506_occluded.png,59-S1 394.87,506.png,occluded,59S139487,59S139487,train
511_low.png,59-D2 171.48,511.png,low,59D217148,59D217148,train
511_medium.png,59-D2 171.48,511.png,medium,59D217148,59D217148,train
511_high.png,59-D2 171.48,511.png,high,59D217148,59D217148,train
511_occluded.png,59-D2 171.48,511.png,occluded,59D217148,59D217148,train
516_low.png,54-R4 7039,516.png,low,54R47039,54R47039,train
516_medium.png,54-R4 7039,516.png,medium,54R47039,54R47039,train
516_high.png,54-R4 7039,516.png,high,54R47039,54R47039,train
516_occluded.png,54-R4 7039,516.png,occluded,54R47039,54R47039,train
520_low.png,59-U1 769.47,520.png,low,59U176947,59U176947,train
520_medium.png,59-U1 769.47,520.png,medium,59U176947,59U176947,train
520_high.png,59-U1 769.47,520.png,high,59U176947,59U176947,train
520_occluded.png,59-U1 769.47,520.png,occluded,59U176947,59U176947,train
521_low.png,59-K1 693.23,521.png,low,59K169323,59K169323,train
521_medium.png,59-K1 693.23,521.png,medium,59K169323,59K169323,train
521_high.png,59-K1 693.23,521.png,high,59K169323,59K169323,train
521_occluded.png,59-K1 693.23,521.png,occluded,59K169323,59K169323,train
522_low.png,54-L5 9913,522.png,low,54L59913,54L59913,train
522_medium.png,54-L5 9913,522.png,medium,54L59913,54L59913,train
522_high.png,54-L5 9913,522.png,high,54L59913,54L59913,train
522_occluded.png,54-L5 9913,522.png,occluded,54L59913,54L59913,train
523_low.png,59-U1 488.50,523.png,low,59U148850,59U148850,train
523_medium.png,59-U1 488.50,523.png,medium,59U148850,59U148850,train
523_high.png,59-U1 488.50,523.png,high,59U148850,59U148850,train
523_occluded.png,59-U1 488.50,523.png,occluded,59U148850,59U148850,train
525_low.png,59-B1 192.40,525.png,low,59B119240,59B119240,train
525_medium.png,59-B1 192.40,525.png,medium,59B119240,59B119240,train
525_high.png,59-B1 192.40,525.png,high,59B119240,59B119240,train
525_occluded.png,59-B1 192.40,525.png,occluded,59B119240,59B119240,train
526_low.png,59-FA 005.91,526.png,low,59FA00591,59FA00591,train
526_medium.png,59-FA 005.91,526.png,medium,59FA00591,59FA00591,train
526_high.png,59-FA 005.91,526.png,high,59FA00591,59FA00591,train
526_occluded.png,59-FA 005.91,526.png,occluded,59FA00591,59FA00591,train
527_low.png,59-E1 252.97,527.png,low,59E125297,59E125297,train
527_medium.png,59-E1 252.97,527.png,medium,59E125297,59E125297,train
527_high.png,59-E1 252.97,527.png,high,59E125297,59E125297,train
527_occluded.png,59-E1 252.97,527.png,occluded,59E125297,59E125297,train
529_low.png,59-P2 230.50,529.png,low,59P223050,59P223050,train
529_medium.png,59-P2 230.50,529.png,medium,59P223050,59P223050,train
529_high.png,59-P2 230.50,529.png,high,59P223050,59P223050,train
529_occluded.png,59-P2 230.50,529.png,occluded,59P223050,59P223050,train
530_low.png,59-S2 165.55,530.png,low,59S216555,59S216555,train
530_medium.png,59-S2 165.55,530.png,medium,59S216555,59S216555,train
530_high.png,59-S2 165.55,530.png,high,59S216555,59S216555,train
530_occluded.png,59-S2 165.55,530.png,occluded,59S216555,59S216555,train
531_low.png,59-N1 071.95,531.png,low,59N107195,59N107195,train
531_medium.png,59-N1 071.95,531.png,medium,59N107195,59N107195,train
531_high.png,59-N1 071.95,531.png,high,59N107195,59N107195,train
531_occluded.png,59-N1 071.95,531.png,occluded,59N107195,59N107195,train
532_low.png,51-S2 5013,532.png,low,51S25013,51S25013,train
532_medium.png,51-S2 5013,532.png,medium,51S25013,51S25013,train
532_high.png,51-S2 5013,532.png,high,51S25013,51S25013,train
532_occluded.png,51-S2 5013,532.png,occluded,51S25013,51S25013,train
537_low.png,54-V3 8314,537.png,low,54V38314,54V38314,train
537_medium.png,54-V3 8314,537.png,medium,54V38314,54V38314,train
537_high.png,54-V3 8314,537.png,high,54V38314,54V38314,train
537_occluded.png,54-V3 8314,537.png,occluded,54V38314,54V38314,train
539_low.png,59-B1 335.76,539.png,low,59B133576,59B133576,train
539_medium.png,59-B1 335.76,539.png,medium,59B133576,59B133576,train
539_high.png,59-B1 335.76,539.png,high,59B133576,59B133576,train
539_occluded.png,59-B1 335.76,539.png,occluded,59B133576,59B133576,train
540_low.png,59-X1 402.43,540.png,low,59X140243,59X140243,train
540_medium.png,59-X1 402.43,540.png,medium,59X140243,59X140243,train
540_high.png,59-X1 402.43,540.png,high,59X140243,59X140243,train
540_occluded.png,59-X1 402.43,540.png,occluded,59X140243,59X140243,train
542_low.png,54-M2 5694,542.png,low,54M25694,54M25694,train
542_medium.png,54-M2 5694,542.png,medium,54M25694,54M25694,train
542_high.png,54-M2 5694,542.png,high,54M25694,54M25694,train
542_occluded.png,54-M2 5694,542.png,occluded,54M25694,54M25694,train
543_low.png,59-Y1 732.81,543.png,low,59Y173281,59Y173281,train
543_medium.png,59-Y1 732.81,543.png,medium,59Y173281,59Y173281,train
543_high.png,59-Y1 732.81,543.png,high,59Y173281,59Y173281,train
543_occluded.png,59-Y1 732.81,543.png,occluded,59Y173281,59Y173281,train
544_low.png,59-V2 436.54,544.png,low,59V243654,59V243654,train
544_medium.png,59-V2 436.54,544.png,medium,59V243654,59V243654,train
544_high.png,59-V2 436.54,544.png,high,59V243654,59V243654,train
544_occluded.png,59-V2 436.54,544.png,occluded,59V243654,59V243654,train
545_low.png,52-P2 0878,545.png,low,52P20878,52P20878,train
545_medium.png,52-P2 0878,545.png,medium,52P20878,52P20878,train
545_high.png,52-P2 0878,545.png,high,52P20878,52P20878,train
545_occluded.png,52-P2 0878,545.png,occluded,52P20878,52P20878,train
546_low.png,60-F1 415.16,546.png,low,60F141516,60F141516,train
546_medium.png,60-F1 415.16,546.png,medium,60F141516,60F141516,train
546_high.png,60-F1 415.16,546.png,high,60F141516,60F141516,train
546_occluded.png,60-F1 415.16,546.png,occluded,60F141516,60F141516,train
547_low.png,59-M1 077.90,547.png,low,59M107790,59M107790,train
547_medium.png,59-M1 077.90,547.png,medium,59M107790,59M107790,train
547_high.png,59-M1 077.90,547.png,high,59M107790,59M107790,train
547_occluded.png,59-M1 077.90,547.png,occluded,59M107790,59M107790,train
548_low.png,54-S5 4463,548.png,low,54S54463,54S54463,train
548_medium.png,54-S5 4463,548.png,medium,54S54463,54S54463,train
548_high.png,54-S5 4463,548.png,high,54S54463,54S54463,train
548_occluded.png,54-S5 4463,548.png,occluded,54S54463,54S54463,train
550_low.png,66-G1 157.23,550.png,low,66G115723,66G115723,train
550_medium.png,66-G1 157.23,550.png,medium,66G115723,66G115723,train
550_high.png,66-G1 157.23,550.png,high,66G115723,66G115723,train
550_occluded.png,66-G1 157.23,550.png,occluded,66G115723,66G115723,train
551_low.png,54-Z3 2172,551.png,low,54Z32172,54Z32172,train
551_medium.png,54-Z3 2172,551.png,medium,54Z32172,54Z32172,train
551_high.png,54-Z3 2172,551.png,high,54Z32172,54Z32172,train
551_occluded.png,54-Z3 2172,551.png,occluded,54Z32172,54Z32172,train
552_low.png,59-H1 622.81,552.png,low,59H162281,59H162281,train
552_medium.png,59-H1 622.81,552.png,medium,59H162281,59H162281,train
552_high.png,59-H1 622.81,552.png,high,59H162281,59H162281,train
552_occluded.png,59-H1 622.81,552.png,occluded,59H162281,59H162281,train
554_low.png,59-X2 627.21,554.png,low,59X262721,59X262721,train
554_medium.png,59-X2 627.21,554.png,medium,59X262721,59X262721,train
554_high.png,59-X2 627.21,554.png,high,59X262721,59X262721,train
554_occluded.png,59-X2 627.21,554.png,occluded,59X262721,59X262721,train
556_low.png,66-P1 5739,556.png,low,66P15739,66P15739,train
556_medium.png,66-P1 5739,556.png,medium,66P15739,66P15739,train
556_high.png,66-P1 5739,556.png,high,66P15739,66P15739,train
556_occluded.png,66-P1 5739,556.png,occluded,66P15739,66P15739,train
558_low.png,60-X4 6482,558.png,low,60X46482,60X46482,train
558_medium.png,60-X4 6482,558.png,medium,60X46482,60X46482,train
558_high.png,60-X4 6482,558.png,high,60X46482,60X46482,train
558_occluded.png,60-X4 6482,558.png,occluded,60X46482,60X46482,train
561_low.png,59-C1 162.74,561.png,low,59C116274,59C116274,train
561_medium.png,59-C1 162.74,561.png,medium,59C116274,59C116274,train
561_high.png,59-C1 162.74,561.png,high,59C116274,59C116274,train
561_occluded.png,59-C1 162.74,561.png,occluded,59C116274,59C116274,train
562_low.png,55-X2 0010,562.png,low,55X20010,55X20010,train
562_medium.png,55-X2 0010,562.png,medium,55X20010,55X20010,train
562_high.png,55-X2 0010,562.png,high,55X20010,55X20010,train
562_occluded.png,55-X2 0010,562.png,occluded,55X20010,55X20010,train
567_low.png,81-B1 268.10,567.png,low,81B126810,81B126810,train
567_medium.png,81-B1 268.10,567.png,medium,81B126810,81B126810,train
567_high.png,81-B1 268.10,567.png,high,81B126810,81B126810,train
567_occluded.png,81-B1 268.10,567.png,occluded,81B126810,81B126810,train
568_low.png,52-F3 9280,568.png,low,52F39280,52F39280,train
568_medium.png,52-F3 9280,568.png,medium,52F39280,52F39280,train
568_high.png,52-F3 9280,568.png,high,52F39280,52F39280,train
568_occluded.png,52-F3 9280,568.png,occluded,52F39280,52F39280,train
569_low.png,54-S9 2073,569.png,low,54S92073,54S92073,train
569_medium.png,54-S9 2073,569.png,medium,54S92073,54S92073,train
569_high.png,54-S9 2073,569.png,high,54S92073,54S92073,train
569_occluded.png,54-S9 2073,569.png,occluded,54S92073,54S92073,train
570_low.png,59-S1 151.33,570.png,low,59S115133,59S115133,train
570_medium.png,59-S1 151.33,570.png,medium,59S115133,59S115133,train
570_high.png,59-S1 151.33,570.png,high,59S115133,59S115133,train
570_occluded.png,59-S1 151.33,570.png,occluded,59S115133,59S115133,train
572_low.png,69-D1 042.58,572.png,low,69D104258,69D104258,train
572_medium.png,69-D1 042.58,572.png,medium,69D104258,69D104258,train
572_high.png,69-D1 042.58,572.png,high,69D104258,69D104258,train
572_occluded.png,69-D1 042.58,572.png,occluded,69D104258,69D104258,train
573_low.png,93-B1 170.85,573.png,low,93B117085,93B117085,train
573_medium.png,93-B1 170.85,573.png,medium,93B117085,93B117085,train
573_high.png,93-B1 170.85,573.png,high,93B117085,93B117085,train
573_occluded.png,93-B1 170.85,573.png,occluded,93B117085,93B117085,train
575_low.png,60-C1 619.75,575.png,low,60C161975,60C161975,train
575_medium.png,60-C1 619.75,575.png,medium,60C161975,60C161975,train
575_high.png,60-C1 619.75,575.png,high,60C161975,60C161975,train
575_occluded.png,60-C1 619.75,575.png,occluded,60C161975,60C161975,train
576_low.png,59-S1 495.25,576.png,low,59S149525,59S149525,train
576_medium.png,59-S1 495.25,576.png,medium,59S149525,59S149525,train
576_high.png,59-S1 495.25,576.png,high,59S149525,59S149525,train
576_occluded.png,59-S1 495.25,576.png,occluded,59S149525,59S149525,train
577_low.png,82-B1 261.69,577.png,low,82B126169,82B126169,train
577_medium.png,82-B1 261.69,577.png,medium,82B126169,82B126169,train
577_high.png,82-B1 261.69,577.png,high,82B126169,82B126169,train
577_occluded.png,82-B1 261.69,577.png,occluded,82B126169,82B126169,train
578_low.png,59-S2 447.17,578.png,low,59S244717,59S244717,train
578_medium.png,59-S2 447.17,578.png,medium,59S244717,59S244717,train
578_high.png,59-S2 447.17,578.png,high,59S244717,59S244717,train
578_occluded.png,59-S2 447.17,578.png,occluded,59S244717,59S244717,train
581_low.png,59-F1 266.26,581.png,low,59F126626,59F126626,train
581_medium.png,59-F1 266.26,581.png,medium,59F126626,59F126626,train
581_high.png,59-F1 266.26,581.png,high,59F126626,59F126626,train
581_occluded.png,59-F1 266.26,581.png,occluded,59F126626,59F126626,train
584_low.png,61-N4 0663,584.png,low,61N40663,61N40663,train
584_medium.png,61-N4 0663,584.png,medium,61N40663,61N40663,train
584_high.png,61-N4 0663,584.png,high,61N40663,61N40663,train
584_occluded.png,61-N4 0663,584.png,occluded,61N40663,61N40663,train
586_low.png,60-B1 491.39,586.png,low,60B149139,60B149139,train
586_medium.png,60-B1 491.39,586.png,medium,60B149139,60B149139,train
586_high.png,60-B1 491.39,586.png,high,60B149139,60B149139,train
586_occluded.png,60-B1 491.39,586.png,occluded,60B149139,60B149139,train
589_low.png,62-H2 1327,589.png,low,62H21327,62H21327,train
589_medium.png,62-H2 1327,589.png,medium,62H21327,62H21327,train
589_high.png,62-H2 1327,589.png,high,62H21327,62H21327,train
589_occluded.png,62-H2 1327,589.png,occluded,62H21327,62H21327,train
590_low.png,93-F1 249.85,590.png,low,93F124985,93F124985,train
590_medium.png,93-F1 249.85,590.png,medium,93F124985,93F124985,train
590_high.png,93-F1 249.85,590.png,high,93F124985,93F124985,train
590_occluded.png,93-F1 249.85,590.png,occluded,93F124985,93F124985,train
591_low.png,59-T1 605.74,591.png,low,59T160574,59T160574,train
591_medium.png,59-T1 605.74,591.png,medium,59T160574,59T160574,train
591_high.png,59-T1 605.74,591.png,high,59T160574,59T160574,train
591_occluded.png,59-T1 605.74,591.png,occluded,59T160574,59T160574,train
592_low.png,59-P2 147.06,592.png,low,59P214706,59P214706,train
592_medium.png,59-P2 147.06,592.png,medium,59P214706,59P214706,train
592_high.png,59-P2 147.06,592.png,high,59P214706,59P214706,train
592_occluded.png,59-P2 147.06,592.png,occluded,59P214706,59P214706,train
593_low.png,59-F1 584.05,593.png,low,59F158405,59F158405,train
593_medium.png,59-F1 584.05,593.png,medium,59F158405,59F158405,train
593_high.png,59-F1 584.05,593.png,high,59F158405,59F158405,train
593_occluded.png,59-F1 584.05,593.png,occluded,59F158405,59F158405,train
595_low.png,86-B6 087.97,595.png,low,86B608797,86B608797,train
595_medium.png,86-B6 087.97,595.png,medium,86B608797,86B608797,train
595_high.png,86-B6 087.97,595.png,high,86B608797,86B608797,train
595_occluded.png,86-B6 087.97,595.png,occluded,86B608797,86B608797,train
596_low.png,54-L5 1899,596.png,low,54L51899,54L51899,train
596_medium.png,54-L5 1899,596.png,medium,54L51899,54L51899,train
596_high.png,54-L5 1899,596.png,high,54L51899,54L51899,train
596_occluded.png,54-L5 1899,596.png,occluded,54L51899,54L51899,train
597_low.png,59-D2 069.73,597.png,low,59D206973,59D206973,train
597_medium.png,59-D2 069.73,597.png,medium,59D206973,59D206973,train
597_high.png,59-D2 069.73,597.png,high,59D206973,59D206973,train
597_occluded.png,59-D2 069.73,597.png,occluded,59D206973,59D206973,train
598_low.png,59-F1 200.66,598.png,low,59F120066,59F120066,train
598_medium.png,59-F1 200.66,598.png,medium,59F120066,59F120066,train
598_high.png,59-F1 200.66,598.png,high,59F120066,59F120066,train
598_occluded.png,59-F1 200.66,598.png,occluded,59F120066,59F120066,train
599_low.png,79-N1 259.90,599.png,low,79N125990,79N125990,train
599_medium.png,79-N1 259.90,599.png,medium,79N125990,79N125990,train
599_high.png,79-N1 259.90,599.png,high,79N125990,79N125990,train
599_occluded.png,79-N1 259.90,599.png,occluded,79N125990,79N125990,train
601_low.png,76-G1 116.49,601.png,low,76G111649,76G111649,train
601_medium.png,76-G1 116.49,601.png,medium,76G111649,76G111649,train
601_high.png,76-G1 116.49,601.png,high,76G111649,76G111649,train
601_occluded.png,76-G1 116.49,601.png,occluded,76G111649,76G111649,train
602_low.png,59-G1 868.95,602.png,low,59G186895,59G186895,train
602_medium.png,59-G1 868.95,602.png,medium,59G186895,59G186895,train
602_high.png,59-G1 868.95,602.png,high,59G186895,59G186895,train
602_occluded.png,59-G1 868.95,602.png,occluded,59G186895,59G186895,train
605_low.png,54-T5 6168,605.png,low,54T56168,54T56168,train
605_medium.png,54-T5 6168,605.png,medium,54T56168,54T56168,train
605_high.png,54-T5 6168,605.png,high,54T56168,54T56168,train
605_occluded.png,54-T5 6168,605.png,occluded,54T56168,54T56168,train
607_low.png,55-P4 4641,607.png,low,55P44641,55P44641,train
607_medium.png,55-P4 4641,607.png,medium,55P44641,55P44641,train
607_high.png,55-P4 4641,607.png,high,55P44641,55P44641,train
607_occluded.png,55-P4 4641,607.png,occluded,55P44641,55P44641,train
608_low.png,94-H4 1831,608.png,low,94H41831,94H41831,train
608_medium.png,94-H4 1831,608.png,medium,94H41831,94H41831,train
608_high.png,94-H4 1831,608.png,high,94H41831,94H41831,train
608_occluded.png,94-H4 1831,608.png,occluded,94H41831,94H41831,train
610_low.png,55-X8 6970,610.png,low,55X86970,55X86970,train
610_medium.png,55-X8 6970,610.png,medium,55X86970,55X86970,train
610_high.png,55-X8 6970,610.png,high,55X86970,55X86970,train
610_occluded.png,55-X8 6970,610.png,occluded,55X86970,55X86970,train
612_low.png,51-S9 3114,612.png,low,51S93114,51S93114,train
612_medium.png,51-S9 3114,612.png,medium,51S93114,51S93114,train
612_high.png,51-S9 3114,612.png,high,51S93114,51S93114,train
612_occluded.png,51-S9 3114,612.png,occluded,51S93114,51S93114,train
614_low.png,59-T1 644.17,614.png,low,59T164417,59T164417,train
614_medium.png,59-T1 644.17,614.png,medium,59T164417,59T164417,train
614_high.png,59-T1 644.17,614.png,high,59T164417,59T164417,train
614_occluded.png,59-T1 644.17,614.png,occluded,59T164417,59T164417,train
615_low.png,59-B1 351.99,615.png,low,59B135199,59B135199,train
615_medium.png,59-B1 351.99,615.png,medium,59B135199,59B135199,train
615_high.png,59-B1 351.99,615.png,high,59B135199,59B135199,train
615_occluded.png,59-B1 351.99,615.png,occluded,59B135199,59B135199,train
616_low.png,54-Z8 8767,616.png,low,54Z88767,54Z88767,train
616_medium.png,54-Z8 8767,616.png,medium,54Z88767,54Z88767,train
616_high.png,54-Z8 8767,616.png,high,54Z88767,54Z88767,train
616_occluded.png,54-Z8 8767,616.png,occluded,54Z88767,54Z88767,train
620_low.png,59-C2 012.08,620.png,low,59C201208,59C201208,train
620_medium.png,59-C2 012.08,620.png,medium,59C201208,59C201208,train
620_high.png,59-C2 012.08,620.png,high,59C201208,59C201208,train
620_occluded.png,59-C2 012.08,620.png,occluded,59C201208,59C201208,train
621_low.png,59-F1 365.64,621.png,low,59F136564,59F136564,train
621_medium.png,59-F1 365.64,621.png,medium,59F136564,59F136564,train
621_high.png,59-F1 365.64,621.png,high,59F136564,59F136564,train
621_occluded.png,59-F1 365.64,621.png,occluded,59F136564,59F136564,train
622_low.png,59-E1 179.36,622.png,low,59E117936,59E117936,train
622_medium.png,59-E1 179.36,622.png,medium,59E117936,59E117936,train
622_high.png,59-E1 179.36,622.png,high,59E117936,59E117936,train
622_occluded.png,59-E1 179.36,622.png,occluded,59E117936,59E117936,train
623_low.png,59-M1 750.12,623.png,low,59M175012,59M175012,train
623_medium.png,59-M1 750.12,623.png,medium,59M175012,59M175012,train
623_high.png,59-M1 750.12,623.png,high,59M175012,59M175012,train
623_occluded.png,59-M1 750.12,623.png,occluded,59M175012,59M175012,train
624_low.png,54-K3 4770,624.png,low,54K34770,54K34770,train
624_medium.png,54-K3 4770,624.png,medium,54K34770,54K34770,train
624_high.png,54-K3 4770,624.png,high,54K34770,54K34770,train
624_occluded.png,54-K3 4770,624.png,occluded,54K34770,54K34770,train
628_low.png,52-F4 1035,628.png,low,52F41035,52F41035,train
628_medium.png,52-F4 1035,628.png,medium,52F41035,52F41035,train
628_high.png,52-F4 1035,628.png,high,52F41035,52F41035,train
628_occluded.png,52-F4 1035,628.png,occluded,52F41035,52F41035,train
629_low.png,59-C1 611.10,629.png,low,59C161110,59C161110,train
629_medium.png,59-C1 611.10,629.png,medium,59C161110,59C161110,train
629_high.png,59-C1 611.10,629.png,high,59C161110,59C161110,train
629_occluded.png,59-C1 611.10,629.png,occluded,59C161110,59C161110,train
630_low.png,59-E1 215.00,630.png,low,59E121500,59E121500,train
630_medium.png,59-E1 215.00,630.png,medium,59E121500,59E121500,train
630_high.png,59-E1 215.00,630.png,high,59E121500,59E121500,train
630_occluded.png,59-E1 215.00,630.png,occluded,59E121500,59E121500,train
631_low.png,59-E1 036.40,631.png,low,59E103640,59E103640,train
631_medium.png,59-E1 036.40,631.png,medium,59E103640,59E103640,train
631_high.png,59-E1 036.40,631.png,high,59E103640,59E103640,train
631_occluded.png,59-E1 036.40,631.png,occluded,59E103640,59E103640,train
637_low.png,59-U1 780.39,637.png,low,59U178039,59U178039,train
637_medium.png,59-U1 780.39,637.png,medium,59U178039,59U178039,train
637_high.png,59-U1 780.39,637.png,high,59U178039,59U178039,train
637_occluded.png,59-U1 780.39,637.png,occluded,59U178039,59U178039,train
641_low.png,54-S8 9169,641.png,low,54S89169,54S89169,train
641_medium.png,54-S8 9169,641.png,medium,54S89169,54S89169,train
641_high.png,54-S8 9169,641.png,high,54S89169,54S89169,train
641_occluded.png,54-S8 9169,641.png,occluded,54S89169,54S89169,train
642_low.png,66-L1 352.24,642.png,low,66L135224,66L135224,train
642_medium.png,66-L1 352.24,642.png,medium,66L135224,66L135224,train
642_high.png,66-L1 352.24,642.png,high,66L135224,66L135224,train
642_occluded.png,66-L1 352.24,642.png,occluded,66L135224,66L135224,train
643_low.png,59-Z1 196.32,643.png,low,59Z119632,59Z119632,train
643_medium.png,59-Z1 196.32,643.png,medium,59Z119632,59Z119632,train
643_high.png,59-Z1 196.32,643.png,high,59Z119632,59Z119632,train
643_occluded.png,59-Z1 196.32,643.png,occluded,59Z119632,59Z119632,train
646_low.png,51-H3 0234,646.png,low,51H30234,51H30234,train
646_medium.png,51-H3 0234,646.png,medium,51H30234,51H30234,train
646_high.png,51-H3 0234,646.png,high,51H30234,51H30234,train
646_occluded.png,51-H3 0234,646.png,occluded,51H30234,51H30234,train
647_low.png,59-X1 213.94,647.png,low,59X121394,59X121394,train
